,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN CHN,ZHANG Nan ZHAO Yunlei,0,237 - 36,"$955,150.00","99,785 / 11"
1,2,CHN CHN,XU Chen MA Jin,0,179 - 48,"$787,393.12","82,981 / 12"
2,3,INA INA,Tontowi AHMAD Liliyana NATSIR,0,207 - 53,"$706,246.25","78,982 / 12"
3,4,CHN CHN,LIU Cheng BAO Yixin,0,66 - 26,"$170,296.24","75,200 / 13"
4,5,DEN DEN,Joachim FISCHER NIELSEN Christinna PEDERSEN,0,228 - 67,"$638,571.49","71,624 / 12"
5,6,CHN CHN,LU Kai HUANG Yaqiong,0,56 - 21,"$117,704.99","62,740 / 15"
6,7,ENG ENG,Chris ADCOCK Gabrielle ADCOCK,0,122 - 84,"$163,999.77","61,934 / 16"
7,8,INA INA,Riky WIDIANTO Puspita Richi DILI,0,94 - 55,"$98,733.58","54,760 / 15"
8,9,KOR KOR,KO Sung Hyun KIM Ha Na,0,60 - 35,"$187,924.99","54,115 / 13"
9,10,HKG HKG,LEE Chun Hei Reginald CHAU Hoi Wah,1,80 - 39,"$134,802.10","53,845 / 15"
10,11,INA INA,Praveen JORDAN Debby SUSANTO,-1,41 - 24,"$103,931.85","53,732 / 14"
11,12,INA INA,Edi SUBAKTIAR Gloria Emanuelle WIDJAJA,0,51 - 26,"$44,619.10","49,260 / 14"
12,13,DEN DEN,Mads Pieler KOLDING Kamilla RYTTER JUHL,0,48 - 31,"$155,575.62","46,590 / 9"
13,14,GER GER,Michael FUCHS Birgit MICHELS,0,130 - 77,"$151,341.26","44,528 / 15"
14,15,HKG HKG,CHAN Alan Yun Lung TSE Ying Suet,0,52 - 42,"$40,954.74","40,397 / 17"
15,16,NED NED,Jacco ARENDS Selena PIEK,4,81 - 54,"$30,311.99","38,385 / 19"
16,17,SIN SIN,Danny Bawa CHRISNANTA Yu Yan Vanessa NEO,0,105 - 97,"$66,066.12","38,004 / 16"
17,18,NED NED,Jorrit DE RUITER Samantha BARNING,-2,64 - 46,"$24,159.41","37,017 / 20"
18,19,JPN JPN,Kenichi HAYAKAWA Misaki MATSUTOMO,0,61 - 63,"$42,371.34","36,400 / 12"
19,20,GER GER,Max SCHWENGER Carla NELTE,-2,47 - 38,"$14,108.01","36,203 / 14"
20,21,INA INA,Markis KIDO Pia Zebadiah BERNADETH,0,79 - 57,"$102,761.10","35,180 / 13"
21,22,USA USA,Phillip CHEW Jamie SUBANDHI,2,56 - 51,"$16,532.40","34,068 / 19"
22,23,IRL IRL,Sam MAGEE Chloe MAGEE,-1,106 - 83,"$20,715.74","33,750 / 14"
23,24,RUS RUS,Evgenij DREMIN Evgenia DIMOVA,1,51 - 33,"$16,109.99","33,618 / 14"
24,25,CAN CAN,Toby NG Alex BRUCE,3,44 - 19,"$16,404.96","33,314 / 13"
25,26,INA INA,Ronald ALEXANDER Melati Daeva OKTAVIANI,0,37 - 20,"$10,919.86","32,940 / 14"
26,27,SIN SIN,Chayut TRIYACHART Shinta Mulia SARI,0,35 - 27,"$21,756.30","32,658 / 11"
27,28,RUS RUS,Vitalij DURKIN Nina VISLOVA,-5,152 - 68,"$63,584.23","31,800 / 15"
28,29,FRA FRA,Ronan LABAR Emilie LEFEL,0,59 - 36,"$9,973.49","31,438 / 22"
29,30,THA THA,Sudket PRAPAKAMOL Saralee THOUNGTHONGKAM,0,275 - 167,"$326,022.47","31,090 / 8"
30,31,FRA FRA,Gaetan MITTELHEISSER Audrey FONTAINE,0,47 - 34,"$6,399.00","30,630 / 20"
31,32,CHN CHN,ZHENG Siwei CHEN Qingchen,0,46 - 3,"$38,151.24","30,620 / 6"
32,33,DEN DEN,Niclas NOHR Sara THYGESEN,0,47 - 20,"$10,150.75","30,540 / 13"
33,34,GER GER,Peter KAESBAUER Isabel HERTTRICH,0,49 - 34,"$22,003.99","30,130 / 11"
34,35,RUS RUS,Anatoliy YARTSEV Evgeniya KOSETSKAYA,2,60 - 39,"$5,008.99","27,880 / 15"
35,36,THA THA,Nipitphon PUANGPUAPECH Puttita SUPAJIRAKUL,0,18 - 24,"$13,038.72","26,858 / 10"
36,37,SIN SIN,Yong Kai Terry HEE Wei Han TAN,1,21 - 8,"$3,860.61","26,749 / 10"
37,38,INA INA,Alfian Eko PRASETYA Annisa SAUFIKA,1,27 - 10,"$22,849.33","26,710 / 7"
38,39,PER PER,Mario CUBA Katherine WINDER,1,67 - 26,"$5,398.70","26,695 / 13"
39,40,USA USA,Howard SHU Eva LEE,2,20 - 16,"$13,710.98","26,571 / 12"
40,41,MAS MAS,Aik Quan TAN Pei Jing LAI,0,61 - 51,"$30,336.46","26,030 / 10"
41,42,INA INA,Irfan FADHILAH Weni ANGGRAINI,1,70 - 47,"$36,337.48","25,120 / 9"
42,43,MAS MAS,Chee Tean TAN Shevon Jemie LAI,1,25 - 18,"$4,383.12","24,850 / 11"
43,44,MAS MAS,WONG Fai Yin Mei Kuan CHOW,1,20 - 21,"$5,159.98","24,740 / 14"
44,45,SWE SWE,Jonatan NORDH Emelie FABBEKE,1,33 - 36,"$3,489.38","24,716 / 19"
45,46,PER PER,Andres CORPANCHO Luz Maria ZORNOZA,1,37 - 18,"$1,783.99","24,597 / 14"
46,47,MAS MAS,Peng Soon CHAN Liu Ying GOH,1,2 - 0,"$189,734.37","24,070 / 7"
47,48,TPE TPE,LIAO Min Chun CHEN Hsiao Huan,2,0 - 0,"$16,478.74","23,600 / 11"
48,49,KOR KOR,SolGyu CHOI CHAE Yoo Jung,2,0 - 0,"$50,436.24","22,850 / 7"
49,50,INA INA,Fran KURNIAWAN Komala DEWI,2,0 - 0,"$50,842.23","22,130 / 8"
50,51,AUS AUS,Robin MIDDLETON Leanne CHOO,15,4 - 0,"$11,535.99","21,861 / 8"
51,52,INA INA,Muhammad RIJAL Vita MARISSA,-17,0 - 0,"$239,340.63","21,840 / 6"
52,53,DEN DEN,Mathias CHRISTIANSEN Lena GREBAK,0,0 - 0,"$12,617.00","21,790 / 8"
53,54,CAN CAN,PHILLIPE Charron Phyllis CHAN,0,0 - 0,"$2,881.19","21,425 / 11"
54,55,ENG ENG,Harley TOWLER Emily WESTWOOD,0,0 - 0,,"20,900 / 13"
55,56,KOR KOR,YOO Yeon Seong EOM Hye Won,0,0 - 0,,"20,650 / 4"
56,57,GER GER,Jones Ralfy JANSEN Cisita Joity JANSEN,0,0 - 0,,"20,630 / 12"
57,58,IND IND,KONA Tarun NELAKURIHI Sikki Reddy,1,0 - 0,,"20,520 / 11"
58,59,RUS RUS,Rodion KARGAEV Ekaterina BOLOTOVA,-1,0 - 0,,"20,390 / 12"
59,60,FRA FRA,Bastian KERSAUDY Lea PALERMO,0,0 - 0,,"20,200 / 12"
60,61,BRA BRA,Alex Yuwan TJONG Lohaynny VICENTE,0,0 - 0,,"20,086 / 11"
61,62,KOR KOR,SHIN Baek Cheol CHANG Ye Na,0,0 - 0,,"19,980 / 6"
62,63,CHN CHN,HUANG Kaixiang HUANG Dongping,35,0 - 0,,"18,550 / 4"
63,64,TPE TPE,TSENG Min Hao LAI Chia Wen,1,0 - 0,,"18,326 / 9"
64,65,GER GER,Marvin Emil SEIDEL Linda EFLER,2,0 - 0,,"18,000 / 11"
65,66,THA THA,Maneepong JONGJIT Sapsiree TAERATTANACHAI,-17,0 - 0,,"17,950 / 5"
66,67,CHN CHN,LIU Yuchen YU Xiaohan,2,0 - 0,,"17,440 / 4"
67,68,IND IND,Arun VISHNU Aparna BALAN,2,0 - 0,,"17,290 / 6"
68,69,BRA BRA,Hugo ARTHUSO Fabiana SILVA,-1,0 - 0,,"16,910 / 11"
69,70,DEN DEN,Kasper ANTONSEN Amanda MADSEN,1,0 - 0,,"16,910 / 9"
70,71,MEX MEX,Lino MUNOZ Cynthia GONZALEZ,1,0 - 0,,"16,809 / 10"
71,72,CAN CAN,Henry WIEBE Grace GAO,-9,0 - 0,,"16,300 / 8"
72,73,CZE CZE,Jakub BITMAN Alzbeta BASOVA,0,0 - 0,,"16,238 / 12"
73,74,RUS IND,Vladimir IVANOV Ashwini PONNAPPA,1,0 - 0,,"16,070 / 6"
74,75,PER PER,Martin DEL VALLE Daniela MACIAS,1,0 - 0,,"15,727 / 12"
75,76,TPE TPE,Chi-Lin WANG CHENG Chi Ya,-12,0 - 0,,"15,680 / 8"
76,77,GER GER,Raphael BECK Kira KATTENBECK,0,0 - 0,,"15,620 / 9"
77,78,POL POL,Pawel PIETRYJA Aneta WOJTKOWSKA,0,0 - 0,,"15,560 / 12"
78,79,UKR UKR,Gennadiy NATAROV Yuliya KAZARINOVA,0,0 - 0,,"15,440 / 9"
79,80,FRA FRA,Marin BAUMANN Lorraine BAUMANN,0,0 - 0,,"15,370 / 12"
80,81,GUA GUA,SOLIS JONATHAN Nikte Alejandra SOTOMAYOR,0,0 - 0,,"15,110 / 8"
