,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN CHN,ZHANG Nan ZHAO Yunlei,0,254 - 39,"$955,150.00","102,935 / 14"
1,2,INA INA,Tontowi AHMAD Liliyana NATSIR,0,220 - 58,"$706,246.25","79,932 / 15"
2,3,CHN CHN,LIU Cheng BAO Yixin,0,81 - 32,"$170,296.24","77,000 / 16"
3,4,CHN CHN,XU Chen MA Jin,0,190 - 54,"$787,393.12","74,851 / 15"
4,5,DEN DEN,Joachim FISCHER NIELSEN Christinna PEDERSEN,0,238 - 71,"$638,571.49","74,074 / 15"
5,6,KOR KOR,KO Sung Hyun KIM Ha Na,0,86 - 39,"$187,924.99","71,210 / 18"
6,7,ENG ENG,Chris ADCOCK Gabrielle ADCOCK,0,134 - 89,"$163,999.77","64,644 / 18"
7,8,CHN CHN,LU Kai HUANG Yaqiong,0,66 - 27,"$117,704.99","63,570 / 17"
8,9,INA INA,Praveen JORDAN Debby SUSANTO,0,58 - 32,"$103,931.85","59,892 / 19"
9,10,HKG HKG,LEE Chun Hei Reginald CHAU Hoi Wah,0,83 - 46,"$134,802.10","52,995 / 21"
10,11,INA INA,Edi SUBAKTIAR Gloria Emanuelle WIDJAJA,0,52 - 32,"$44,619.10","48,030 / 16"
11,12,INA INA,Riky WIDIANTO Puspita Richi DILI,1,100 - 62,"$98,733.58","44,730 / 18"
12,13,GER GER,Michael FUCHS Birgit MICHELS,-1,136 - 82,"$151,341.26","43,738 / 20"
13,14,NED NED,Jacco ARENDS Selena PIEK,0,88 - 59,"$30,311.99","43,245 / 20"
14,15,MAS MAS,Peng Soon CHAN Liu Ying GOH,1,147 - 92,"$188,501.87","39,600 / 15"
15,16,HKG HKG,CHAN Alan Yun Lung TSE Ying Suet,1,55 - 49,"$40,954.74","38,627 / 21"
16,17,JPN JPN,Kenichi HAYAKAWA Misaki MATSUTOMO,3,64 - 67,"$42,371.34","38,280 / 13"
17,18,SIN SIN,Danny Bawa CHRISNANTA Yu Yan Vanessa NEO,0,110 - 102,"$66,066.12","37,354 / 18"
18,19,THA THA,Sudket PRAPAKAMOL Saralee THOUNGTHONGKAM,0,286 - 173,"$326,022.47","37,340 / 11"
19,20,DEN DEN,Mads Pieler KOLDING Kamilla RYTTER JUHL,-5,49 - 32,"$155,575.62","35,920 / 7"
20,21,USA USA,Phillip CHEW Jamie SUBANDHI,0,63 - 56,"$16,532.40","35,118 / 21"
21,22,FRA FRA,Ronan LABAR Emilie LEFEL,0,67 - 42,"$9,973.49","34,878 / 25"
22,23,CAN CAN,Toby NG Alex BRUCE,0,51 - 24,"$16,404.96","34,074 / 16"
23,24,INA INA,Ronald ALEXANDER Melati Daeva OKTAVIANI,1,46 - 25,"$10,919.86","33,770 / 14"
24,25,RUS RUS,Vitalij DURKIN Nina VISLOVA,6,162 - 74,"$63,584.23","33,440 / 21"
25,26,CHN CHN,ZHENG Siwei CHEN Qingchen,0,47 - 4,"$38,151.24","33,340 / 7"
26,27,NED NED,Jorrit DE RUITER Samantha BARNING,0,65 - 47,"$24,159.41","33,267 / 16"
27,28,RUS RUS,Evgenij DREMIN Evgenia DIMOVA,0,54 - 36,"$16,109.99","32,838 / 14"
28,29,SIN SIN,Chayut TRIYACHART Shinta Mulia SARI,0,35 - 27,"$21,756.30","32,658 / 11"
29,30,IRL IRL,Sam MAGEE Chloe MAGEE,0,112 - 87,"$20,715.74","32,360 / 15"
30,31,AUS AUS,Robin MIDDLETON Leanne CHOO,1,23 - 17,"$10,723.49","31,621 / 14"
31,32,FRA FRA,Gaetan MITTELHEISSER Audrey FONTAINE,1,53 - 40,"$6,399.00","31,090 / 21"
32,33,CHN CHN,HUANG Kaixiang HUANG Dongping,1,22 - 5,"$19,583.12","31,060 / 7"
33,34,INA INA,Markis KIDO Pia Zebadiah BERNADETH,-10,83 - 61,"$102,761.10","31,050 / 13"
34,35,DEN DEN,Niclas NOHR Sara THYGESEN,0,50 - 23,"$10,150.75","30,340 / 12"
35,36,KOR KOR,KIM Gi Jung SHIN Seung Chan,3,8 - 11,"$35,141.86","29,890 / 11"
36,37,INA INA,Andrei ADISTIA Vita MARISSA,-1,24 - 15,"$164,702.50","29,590 / 10"
37,38,TPE TPE,LIAO Min Chun CHEN Hsiao Huan,-1,51 - 59,"$16,253.74","29,290 / 17"
38,39,KOR KOR,SolGyu CHOI EOM Hye Won,2,13 - 8,"$80,425.00","29,010 / 8"
39,40,MAS MAS,Aik Quan TAN Pei Jing LAI,-2,63 - 55,"$30,336.46","28,980 / 12"
40,41,JPN JPN,Keigo SONODA Naoko FUKUMAN,15,11 - 8,"$7,129.99","27,760 / 8"
41,42,KOR KOR,SHIN Baek Cheol CHAE Yoo Jung,3,14 - 8,"$64,541.24","27,740 / 7"
42,43,KOR KOR,SolGyu CHOI CHAE Yoo Jung,-3,63 - 18,"$32,268.12","27,530 / 8"
43,44,INA INA,Fran KURNIAWAN Komala DEWI,-2,30 - 16,"$49,784.73","26,610 / 12"
44,45,MAS MAS,WONG Fai Yin Mei Kuan CHOW,-1,25 - 24,"$5,159.98","26,160 / 15"
45,46,MAS MAS,Chee Tean TAN Shevon Jemie LAI,1,26 - 22,"$4,383.12","25,130 / 12"
46,47,IND IND,KONA Tarun NELAKURIHI Sikki Reddy,1,19 - 22,"$11,639.34","25,060 / 19"
47,48,SIN SIN,Yong Kai Terry HEE Wei Han TAN,1,22 - 10,"$3,860.61","24,999 / 10"
48,49,GER GER,Max SCHWENGER Carla NELTE,-6,47 - 38,"$14,108.01","24,153 / 9"
49,50,PER PER,Mario CUBA Katherine WINDER,2,0 - 0,"$5,398.70","23,930 / 10"
50,51,AUT AUT,David OBERNOSTERER Elisabeth BALDAUF,4,0 - 0,"$4,128.85","23,790 / 12"
