,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN,CHEN Long,0,291 - 66,"$756,812.50","95,901 / 14"
1,2,DEN,Jan O JORGENSEN,0,316 - 173,"$287,922.00","75,967 / 16"
2,3,CHN,LIN Dan,2,541 - 80,"$715,435.00","73,597 / 12"
3,4,JPN,Kento MOMOTA,-1,139 - 62,"$128,806.00","69,903 / 14"
4,5,IND,KIDAMBI Srikanth,-1,102 - 53,"$130,072.50","69,164 / 17"
5,6,DEN,Viktor AXELSEN,0,182 - 77,"$101,814.50","63,099 / 16"
6,7,TPE,CHOU Tien Chen,0,172 - 107,"$95,346.00","61,938 / 18"
7,8,IND,PARUPALLI Kashyap,0,203 - 152,"$100,662.50","57,981 / 16"
8,9,CHN,WANG Zhengming,0,152 - 76,"$172,797.50","56,040 / 14"
9,10,CHN,TIAN Houwei,1,80 - 42,"$83,232.50","55,770 / 15"
10,11,KOR,SON Wan Ho,-1,193 - 107,"$167,007.50","54,745 / 15"
11,12,INA,Tommy SUGIARTO,4,259 - 136,"$165,551.00","48,880 / 15"
12,13,HKG,HU Yun,0,172 - 129,"$131,992.50","48,812 / 17"
13,14,GER,Marc ZWIEBLER,0,307 - 164,"$124,343.00","46,773 / 18"
14,15,IND,H. S. Prannoy,-3,113 - 60,"$32,211.00","45,820 / 12"
15,16,DEN,Hans-Kristian VITTINGHUS,-1,230 - 136,"$95,261.60","45,110 / 15"
16,17,KOR,LEE Hyun Il,0,410 - 139,"$205,032.50","44,160 / 10"
17,18,HKG,WEI Nan,0,110 - 72,"$32,565.00","43,678 / 17"
18,19,CHN,XUE Song,0,85 - 32,"$35,142.50","43,360 / 14"
19,20,ENG,Rajiv OUSEPH,0,248 - 161,"$63,052.80","42,576 / 17"
20,21,THA,Tanongsak SAENSOMBOONSUK,0,172 - 145,"$55,925.00","41,664 / 16"
21,22,INA,Dionysius Hayom RUMBAKA,2,182 - 109,"$93,347.50","40,060 / 13"
22,23,MAS,LEE Chong Wei,5,595 - 120,"$1,359,295.00","40,033 / 6"
23,24,TPE,HSU Jen Hao,-2,176 - 119,"$49,118.50","40,008 / 24"
24,25,JPN,Takuma UEDA,-2,134 - 92,"$53,932.50","39,796 / 18"
25,26,JPN,Sho SASAKI,-1,311 - 197,"$119,830.00","38,560 / 13"
26,27,THA,Boonsak PONSANA,-1,356 - 229,"$211,527.50","37,917 / 16"
27,28,HKG,NG Ka Long Angus,-1,123 - 66,"$12,771.00","36,770 / 21"
28,29,KOR,LEE Dong Keun,4,98 - 70,"$27,762.50","36,243 / 17"
29,30,HKG,WONG Wing Ki Vincent,-1,153 - 128,"$72,432.50","36,156 / 19"
30,31,FRA,Brice LEVERDEZ,-1,234 - 163,"$48,866.75","35,443 / 20"
31,32,IND,Ajay JAYARAM,-1,174 - 125,"$42,756.00","34,800 / 18"
32,33,MAS,Wei Feng CHONG,1,176 - 121,"$57,293.50","33,070 / 14"
33,34,IRL,Scott EVANS,1,207 - 189,"$21,044.30","32,923 / 14"
34,35,IND,B. Sai Praneeth,-3,126 - 59,"$19,502.50","32,880 / 14"
35,36,JPN,Kenichi TAGO,1,194 - 119,"$186,225.50","31,820 / 11"
36,37,VIE,Tien Minh NGUYEN,1,318 - 134,"$175,443.00","31,130 / 11"
37,38,MAS,Zulfadli ZULKIFFLI,-2,134 - 89,"$10,227.50","30,680 / 16"
38,39,INA,Christie JONATAN,0,69 - 25,"$10,560.50","29,194 / 12"
39,40,ISR,Misha ZILBERMAN,1,159 - 142,"$8,398.50","27,929 / 18"
40,41,IND,R. M. V. Gurusaidutt,1,145 - 96,"$32,437.50","27,820 / 12"
41,42,KOR,JEON Hyeok Jin,4,81 - 21,"$6,675.00","27,480 / 9"
42,43,ESP,Pablo ABIAN,1,274 - 130,"$26,713.50","27,271 / 16"
43,44,INA,Andre Kurniawan TEDJONO,-4,253 - 118,"$47,813.50","27,030 / 14"
44,45,RUS,Vladimir MALKOV,0,193 - 132,"$19,102.00","26,613 / 22"
45,46,TPE,Tzu Wei WANG,3,111 - 56,"$8,566.00","26,050 / 17"
46,47,JPN,Kazumasa SAKAI,0,101 - 46,"$20,021.50","25,990 / 12"
47,48,SIN,Zi Liang Derek WONG,-5,150 - 130,"$24,618.00","25,885 / 16"
48,49,EST,Raul MUST,1,251 - 162,"$12,126.50","25,493 / 19"
49,50,GUA,Kevin CORDON,2,260 - 85,"$16,800.50","25,147 / 11"
50,51,FRA,Thomas ROUXEL,0,116 - 95,"$4,006.50","25,009 / 21"
51,52,INA,Ihsan Maulana MUSTOFA,25,61 - 33,"$3,196.00","24,920 / 11"
52,53,AUT,Luka WRABER,1,138 - 109,"$6,295.00","24,588 / 20"
53,54,POL,Adrian DZIOLKO,1,93 - 55,"$2,093.50","24,395 / 22"
54,55,SWE,Henri HURSKAINEN,3,204 - 142,"$19,067.00","23,929 / 16"
55,56,FIN,Ville LANG,3,300 - 156,"$29,900.00","23,308 / 16"
56,57,CZE,Milan LUDIK,3,83 - 63,"$1,660.00","23,073 / 25"
57,58,DEN,Emil HOLST,-2,131 - 64,"$10,915.50","22,800 / 14"
58,59,DEN,Joachim PERSSON,-2,281 - 170,"$56,750.00","22,740 / 17"
59,60,IND,Anand PAWAR,-7,203 - 138,"$24,557.50","22,610 / 13"
60,61,UKR,Dmytro ZAVADSKY,1,229 - 131,"$19,476.50","22,500 / 18"
61,62,CZE,Petr KOUKAL,-1,256 - 215,"$11,887.75","22,416 / 22"
62,63,AUT,David OBERNOSTERER,0,144 - 116,"$5,973.00","22,329 / 18"
63,64,CUB,Osleni GUERRERO,0,147 - 39,"$10,060.00","22,120 / 10"
64,65,DEN,Rasmus FLADBERG,0,126 - 63,"$9,646.00","21,750 / 16"
65,66,BRA,Ygor Coelho de OLIVEIRA,0,65 - 26,$560.00,"21,745 / 15"
66,67,JPN,Riichi TAKESHITA,3,124 - 68,"$17,661.75","21,530 / 10"
67,68,INA,Ginting ANTHONY,0,51 - 23,"$6,580.00","21,450 / 9"
68,69,USA,Howard SHU,-2,111 - 87,"$3,007.50","21,261 / 22"
69,70,ENG,Toby PENTY,2,99 - 67,"$2,426.50","20,983 / 17"
70,71,UKR,Artem POCHTAREV,4,79 - 58,"$1,722.00","20,850 / 21"
71,72,LTU,Kestutis NAVICKAS,1,228 - 165,"$10,511.00","20,837 / 19"
72,73,MAS,Mohamad Arif ABDUL LATIF,-4,167 - 114,"$20,631.00","20,800 / 13"
73,74,ITA,Indra Bagus ADE CHANDRA,12,124 - 60,"$7,758.50","20,790 / 10"
74,75,BEL,Yuhan TAN,-1,197 - 156,"$13,321.00","20,787 / 19"
75,76,FRA,Lucas CORVEE,4,110 - 71,"$3,678.50","20,586 / 20"
76,77,INA,Firman Abdul KHOLIK,-29,36 - 11,"$7,510.00","20,481 / 12"
77,78,DEN,Christian LIND THOMSEN,5,186 - 145,"$8,337.00","20,400 / 14"
78,79,MAS,Teck Zhi SOO,-8,67 - 42,"$2,865.00","20,070 / 10"
79,80,POL,Michal ROGALSKI,-2,99 - 89,"$2,142.50","19,612 / 23"
80,81,FIN,Eetu HEINO,-2,120 - 117,"$4,478.40","19,390 / 19"
81,82,BRA,Daniel PAIOLA,-1,135 - 97,"$3,780.00","19,216 / 13"
82,83,MAS,Iskandar Zulkarnain ZAINUDDIN,5,95 - 61,"$7,655.50","19,200 / 10"
83,84,UGA,Edwin EKIRING,18,117 - 102,"$4,560.00","18,613 / 15"
84,85,THA,Suppanyu AVIHINGSANON,0,134 - 98,"$14,617.50","18,250 / 12"
85,86,FRA,Lucas CLAERBOUT,6,89 - 77,$512.50,"18,060 / 18"
86,87,DEN,Steffen RASMUSSEN,8,88 - 48,$702.00,"17,860 / 11"
87,88,MAS,GOH Soon Huat,2,79 - 63,"$10,536.00","17,660 / 11"
88,89,NED,Erik MEIJS,2,80 - 88,$440.00,"17,530 / 19"
89,90,RSA,Jacob MALIEKAL,40,103 - 52,"$1,550.00","17,524 / 13"
90,91,DEN,Flemming QUACH,2,86 - 58,"$3,894.00","17,310 / 13"
91,92,TPE,LIN Yu Hsien,2,67 - 48,"$7,382.50","17,270 / 9"
92,93,NOR,Marius MYHRE,3,88 - 91,"$1,160.00","17,184 / 18"
93,94,CAN,Martin GIUFFRE,3,42 - 27,"$1,442.50","17,177 / 14"
94,95,CHN,HUANG Yuxiang,3,40 - 21,"$13,680.00","17,120 / 6"
95,96,IND,Sameer VERMA,3,74 - 30,"$5,605.00","17,090 / 7"
96,97,GER,Fabian ROTH,-8,103 - 36,$775.00,"17,071 / 13"
97,98,USA,Sattawat PONGNAIRAT,2,0 - 0,,"16,856 / 20"
98,99,AUT,Matthias ALMER,2,0 - 0,,"16,809 / 20"
99,100,JPN,Kenta NISHIMOTO,4,0 - 0,,"16,770 / 8"
100,101,MAS,Joo Ven SOONG,5,0 - 0,,"16,610 / 10"
101,102,NED,Eric PANG,-18,0 - 0,,"16,594 / 11"
102,103,ITA,Rosario MADDALONI,2,0 - 0,,"16,133 / 19"
103,104,MAS,Chun Seang TAN,-17,0 - 0,,"16,040 / 11"
104,105,MAS,Daren LIEW,-29,0 - 0,,"16,020 / 10"
105,106,INA,Sony Dwi KUNCORO,-24,0 - 0,,"15,970 / 9"
106,107,BEL,Maxime MOREELS,0,0 - 0,,"15,890 / 23"
107,108,KOR,Dong Hoon KIM,0,0 - 0,,"15,780 / 8"
108,109,ESP,Ernesto VELAZQUEZ,20,0 - 0,,"15,747 / 14"
109,110,SLO,Iztok UTROSA,0,0 - 0,,"15,571 / 13"
110,111,NED,Nick FRANSMAN,0,0 - 0,,"15,550 / 14"
111,112,SWE,Mattias BORG,0,0 - 0,,"15,550 / 17"
112,113,TPE,Chia Hung LU,0,0 - 0,,"15,540 / 9"
113,114,USA,Bjorn SEGUIN,0,0 - 0,,"15,477 / 16"
