,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,JPN JPN,Misaki MATSUTOMO Ayaka TAKAHASHI,0,172 - 90,"$332,502.26","79,479 / 17"
1,2,CHN CHN,WANG Xiaoli YU Yang (F),0,189 - 27,"$1,114,243.75","74,330 / 10"
2,3,CHN CHN,LUO Ying LUO Yu,0,97 - 33,"$198,475.00","71,980 / 15"
3,4,DEN DEN,Kamilla RYTTER JUHL Christinna PEDERSEN,0,148 - 64,"$343,433.43","70,030 / 16"
4,5,INA INA,Nitya Krishinda MAHESWARI Greysia POLII,0,95 - 42,"$231,637.13","69,562 / 15"
5,6,CHN CHN,MA Jin TANG Yuanting,0,39 - 11,"$336,755.00","61,819 / 9"
6,7,JPN JPN,Reika KAKIIWA Miyuki MAEDA,0,68 - 42,"$241,501.45","57,090 / 16"
7,8,CHN CHN,TIAN Qing ZHAO Yunlei,0,157 - 31,"$718,719.25","53,650 / 6"
8,9,NED NED,Eefje MUSKENS Selena PIEK,0,80 - 31,"$71,029.24","52,205 / 20"
9,10,JPN JPN,Shizuka MATSUO Mami NAITO,0,141 - 85,"$147,388.32","47,440 / 15"
10,11,MAS MAS,Vivian Kah Mun HOO Khe Wei WOON,2,90 - 66,"$65,232.64","46,524 / 15"
11,12,IND IND,Jwala GUTTA Ashwini PONNAPPA,-1,68 - 77,"$75,325.74","46,314 / 17"
12,13,JPN JPN,Naoko FUKUMAN Kurumi YONAO,-1,59 - 32,"$23,391.22","45,970 / 15"
13,14,KOR KOR,LEE So Hee SHIN Seung Chan,0,101 - 50,"$66,981.22","43,520 / 13"
14,15,KOR KOR,GO Ah Ra YOO Hae Won,2,61 - 44,"$56,582.48","43,210 / 12"
15,16,CHN CHN,OU Dongni YU Xiaohan,-1,27 - 4,"$91,859.99","42,600 / 7"
16,17,BUL BUL,Gabriela STOEVA Stefani STOEVA,-1,157 - 57,"$38,986.00","41,800 / 16"
17,18,THA THA,Puttita SUPAJIRAKUL Sapsiree TAERATTANACHAI,0,26 - 36,"$34,726.19","39,645 / 19"
18,19,MAS MAS,Amelia Alicia ANSCELLY Fie Cho SOONG,2,61 - 42,"$27,931.54","38,790 / 13"
19,20,KOR KOR,JUNG Kyung Eun CHANG Ye Na,-1,11 - 9,"$211,337.64","37,845 / 8"
20,21,GER GER,Carla NELTE Johanna GOLISZEWSKI,-1,50 - 48,"$28,406.25","37,740 / 21"
21,22,USA USA,Eva LEE Paula Lynn OBANANA,3,97 - 67,"$27,952.45","36,931 / 21"
22,23,THA THA,Jongkolphan KITITHARAKUL Rawinda PRAJONGJAI,-1,26 - 26,"$11,160.60","36,860 / 17"
23,24,INA INA,Pia Zebadiah BERNADETH Rizki Amelia PRADIPTA,-1,83 - 55,"$84,387.49","36,570 / 12"
24,25,ENG ENG,Heather OLVER Lauren SMITH,-1,32 - 19,"$34,896.75","36,549 / 24"
25,26,JPN JPN,Ayane KURIHARA Naru SHINOYA,2,38 - 17,"$21,223.61","35,610 / 12"
26,27,RUS RUS,Evgeniya KOSETSKAYA Ekaterina BOLOTOVA,-1,40 - 22,"$15,384.75","34,922 / 14"
27,28,GER GER,Birgit MICHELS Isabel HERTTRICH,-1,16 - 17,"$37,414.90","34,266 / 15"
28,29,TUR TUR,Neslihan YIGIT Ozge BAYRAK,2,89 - 52,"$15,160.81","32,298 / 16"
29,30,HKG HKG,CHAN Kaka Tsz Ka TSE Ying Suet,-1,25 - 34,"$45,553.34","32,010 / 11"
30,31,NED NED,Samantha BARNING Iris TABELING,-1,36 - 36,"$22,970.45","31,342 / 18"
31,32,IND IND,Pradnya GADRE NELAKURIHI Sikki Reddy,0,31 - 19,"$17,192.36","30,890 / 14"
32,33,SIN SIN,Yu Yan Vanessa NEO Shinta Mulia SARI,0,25 - 35,"$78,656.92","30,237 / 15"
33,34,INA INA,Devi Tika PERMATASARI Keshya Nurvita HANADIA,0,0 - 0,"$23,545.91","29,620 / 11"
34,35,TPE TPE,HSU Ya Ching PAI Yu Po,0,0 - 0,,"29,440 / 19"
35,36,FRA FRA,Delphine LANSAC Emilie LEFEL,0,0 - 0,,"28,674 / 15"
36,37,TPE TPE,HSIEH Pei Chen WU Ti Jung,0,0 - 0,,"28,390 / 19"
37,38,THA THA,Duanganong AROONKESORN Kunchala VORAVICHITCHAIKUL,0,0 - 0,,"27,893 / 9"
38,39,CAN CAN,Alex BRUCE Phyllis CHAN,5,0 - 0,,"27,668 / 16"
39,40,CHN CHN,TANG Jinhua TIAN Qing,-1,0 - 0,,"27,440 / 4"
40,41,KOR KOR,CHAE Yoo Jung KIM So Yeong,-1,0 - 0,,"27,140 / 7"
41,42,THA THA,Chaladchalam Chayanit Phataimas MUENWONG,-1,0 - 0,,"26,960 / 14"
42,43,INA INA,Suci Rizky ANDINI Maretha Dea GIOVANI,-1,0 - 0,,"26,560 / 9"
43,44,INA INA,Dian FITRIANI Nadya MELATI,-1,0 - 0,,"26,280 / 9"
44,45,JPN JPN,Yuki FUKUSHIMA Sayaka HIROTA,0,0 - 0,,"25,390 / 8"
45,46,RUS RUS,Anastasia CHERVYAKOVA Nina VISLOVA,0,0 - 0,,"25,160 / 10"
46,47,BRA BRA,Lohaynny VICENTE Luana VICENTE,0,0 - 0,,"24,923 / 9"
47,48,CHN CHN,CHEN Qingchen JIA Yifan,12,0 - 0,,"24,700 / 7"
48,49,HKG HKG,POON Lok Yan TSE Ying Suet,4,0 - 0,,"24,577 / 9"
49,50,MAS MAS,Meng Yean LEE Yin Loo LIM,0,0 - 0,,"24,350 / 11"
50,51,CHN CHN,BAO Yixin TANG Yuanting,-3,0 - 0,,"23,950 / 3"
51,52,KOR KOR,CHANG Ye Na LEE So Hee,15,0 - 0,,"23,830 / 4"
52,53,CHN CHN,BAO Yixin TANG Jinhua,-4,0 - 0,,"23,050 / 5"
53,54,ENG ENG,Sophie BROWN Kate ROBERTSHAW,-3,0 - 0,,"22,550 / 9"
54,55,INA INA,Anggia Shitta AWANDA Mahadewi Istirani NI KETUT,-3,0 - 0,,"21,940 / 8"
55,56,JPN JPN,Shiho TANAKA Koharu YONEMOTO,-1,0 - 0,,"21,570 / 8"
56,57,INA INA,Gebby Ristiyani IMAWAN Tiara Rosalia NURAIDAH,8,0 - 0,,"20,930 / 9"
57,58,BRA BRA,Paula B PEREIRA Fabiana SILVA,-2,0 - 0,,"20,882 / 10"
58,59,DEN DEN,Maiken FRUERGAARD Sara THYGESEN,-5,0 - 0,,"20,820 / 9"
59,60,KOR KOR,CHANG Ye Na YOO Hae Won,-3,0 - 0,,"20,670 / 4"
60,61,TPE TPE,CHIANG Kai Hsin WU Fang Chien,-3,0 - 0,,"20,630 / 13"
61,62,MAS MAS,YAP Cheng Wen Joyce Wai Chi CHOONG,-3,0 - 0,,"20,370 / 13"
62,63,DEN DEN,Lena GREBAK Maria HELSBOL,-2,0 - 0,,"19,657 / 8"
63,64,IRI IRI,Negin AMIRIPOUR AGHAEI Hajiagha Soraya,-2,0 - 0,,"19,410 / 10"
64,65,INA INA,Shendy Puspa IRAWATI Vita MARISSA,-2,0 - 0,,"18,880 / 6"
65,66,TUR TUR,Cemre FERE Ebru TUNALI,-2,0 - 0,,"18,170 / 10"
66,67,FRA FRA,Lorraine BAUMANN Audrey FONTAINE,-1,0 - 0,,"18,150 / 11"
67,68,GER GER,Carola BOTT Jennifer KARNOTT,0,0 - 0,,"17,470 / 12"
68,69,CHN CHN,TANG Jinhua ZHONG Qianxin,0,0 - 0,,"17,420 / 3"
69,70,EGY EGY,Menna ELTANANY Nadine ASHRAF,0,0 - 0,,"16,803 / 15"
70,71,PER PER,Katherine WINDER Luz Maria ZORNOZA,1,0 - 0,,"16,181 / 9"
71,72,UKR UKR,Natalya VOYTSEKH Yelyzaveta ZHARKA,1,0 - 0,,"16,020 / 9"
72,73,FIN FIN,Mathilda LINDHOLM Jenny NYSTROM,1,0 - 0,,"15,885 / 13"
73,74,INA INA,Apriani RAHAYU Jauza Fadhila SUGIARTO,19,0 - 0,,"15,640 / 9"
74,75,PER PER,Daniela MACIAS Danica NISHIMURA,0,0 - 0,,"15,575 / 8"
75,76,TPE TPE,CHEN Hsiao Huan LAI Chia Wen,0,0 - 0,,"15,310 / 7"
76,77,BEL BEL,Steffi ANNYS Flore VANDENHOUCKE,0,0 - 0,,"15,165 / 13"
77,78,KOR KOR,JUNG Kyung Eun SHIN Seung Chan,20,0 - 0,,"14,960 / 4"
78,79,DEN DEN,Amanda MADSEN Isabella NIELSEN,-1,0 - 0,,"14,760 / 9"
79,80,CHN CHN,YU Yang (F) ZHONG Qianxin,-1,0 - 0,,"14,700 / 2"
80,81,FRA FRA,Lea PALERMO Anne TRAN,-10,0 - 0,,"14,690 / 7"
81,82,CHN CHN,XIA Huan ZHONG Qianxin,-2,0 - 0,,"14,560 / 3"
82,83,IND IND,Dhanya NAIR Mohita SAHDEV,-2,0 - 0,,"14,500 / 8"
83,84,ENG ENG,Jenny MOORE Victoria WILLIAMS,4,0 - 0,,"13,870 / 8"
84,85,TPE TPE,CHENG Chi Ya Chia Hsin LEE,-2,0 - 0,,"13,790 / 7"
85,86,GER GER,Linda EFLER Lara KAEPPLEIN,-1,0 - 0,,"13,490 / 10"
