,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,JPN JPN,Misaki MATSUTOMO Ayaka TAKAHASHI,0,172 - 90,"$332,502.26","79,479 / 17"
1,2,CHN CHN,WANG Xiaoli YU Yang (F),0,189 - 27,"$1,114,243.75","74,330 / 10"
2,3,CHN CHN,LUO Ying LUO Yu,0,97 - 33,"$198,475.00","71,980 / 15"
3,4,DEN DEN,Kamilla RYTTER JUHL Christinna PEDERSEN,0,148 - 64,"$343,433.43","70,030 / 16"
4,5,INA INA,Nitya Krishinda MAHESWARI Greysia POLII,0,95 - 42,"$231,637.13","69,562 / 15"
5,6,CHN CHN,MA Jin TANG Yuanting,0,39 - 11,"$336,755.00","61,819 / 9"
6,7,JPN JPN,Reika KAKIIWA Miyuki MAEDA,0,68 - 42,"$241,501.45","57,090 / 16"
7,8,CHN CHN,TIAN Qing ZHAO Yunlei,0,157 - 31,"$718,719.25","53,650 / 6"
8,9,NED NED,Eefje MUSKENS Selena PIEK,0,80 - 31,"$71,029.24","52,205 / 20"
9,10,JPN JPN,Shizuka MATSUO Mami NAITO,0,139 - 84,"$147,388.32","47,190 / 14"
10,11,IND IND,Jwala GUTTA Ashwini PONNAPPA,0,68 - 77,"$75,325.74","46,314 / 17"
11,12,JPN JPN,Naoko FUKUMAN Kurumi YONAO,0,59 - 32,"$23,391.22","45,970 / 15"
12,13,MAS MAS,Vivian Kah Mun HOO Khe Wei WOON,0,88 - 65,"$65,232.64","45,394 / 14"
13,14,KOR KOR,LEE So Hee SHIN Seung Chan,0,101 - 50,"$66,981.22","43,520 / 13"
14,15,CHN CHN,OU Dongni YU Xiaohan,0,27 - 4,"$91,859.99","42,600 / 7"
15,16,BUL BUL,Gabriela STOEVA Stefani STOEVA,0,157 - 57,"$38,986.00","40,600 / 16"
16,17,KOR KOR,GO Ah Ra YOO Hae Won,0,58 - 43,"$56,582.48","40,530 / 11"
17,18,THA THA,Puttita SUPAJIRAKUL Sapsiree TAERATTANACHAI,0,26 - 35,"$34,726.19","39,645 / 18"
18,19,KOR KOR,JUNG Kyung Eun CHANG Ye Na,0,11 - 9,"$211,337.64","37,845 / 8"
19,20,GER GER,Carla NELTE Johanna GOLISZEWSKI,0,50 - 48,"$28,406.25","37,740 / 22"
20,21,MAS MAS,Amelia Alicia ANSCELLY Fie Cho SOONG,0,59 - 41,"$27,931.54","37,160 / 12"
21,22,THA THA,Jongkolphan KITITHARAKUL Rawinda PRAJONGJAI,3,26 - 25,"$11,160.60","36,860 / 16"
22,23,INA INA,Pia Zebadiah BERNADETH Rizki Amelia PRADIPTA,-1,83 - 55,"$84,387.49","36,570 / 12"
23,24,ENG ENG,Heather OLVER Lauren SMITH,-1,32 - 19,"$34,896.75","36,549 / 24"
24,25,USA USA,Eva LEE Paula Lynn OBANANA,-1,97 - 67,"$27,952.45","36,191 / 20"
25,26,RUS RUS,Evgeniya KOSETSKAYA Ekaterina BOLOTOVA,0,40 - 22,"$15,384.75","34,922 / 14"
26,27,GER GER,Birgit MICHELS Isabel HERTTRICH,1,16 - 17,"$37,414.90","34,266 / 15"
27,28,JPN JPN,Ayane KURIHARA Naru SHINOYA,-1,36 - 16,"$21,223.61","33,430 / 11"
28,29,HKG HKG,CHAN Kaka Tsz Ka TSE Ying Suet,0,25 - 34,"$45,553.34","32,010 / 11"
29,30,NED NED,Samantha BARNING Iris TABELING,0,36 - 36,"$22,970.45","31,342 / 19"
30,31,TUR TUR,Neslihan YIGIT Ozge BAYRAK,1,92 - 53,"$15,160.81","31,168 / 15"
31,32,IND IND,Pradnya GADRE NELAKURIHI Sikki Reddy,-1,31 - 19,"$17,192.36","30,890 / 14"
32,33,SIN SIN,Yu Yan Vanessa NEO Shinta Mulia SARI,0,25 - 35,"$78,656.92","30,237 / 15"
33,34,INA INA,Devi Tika PERMATASARI Keshya Nurvita HANADIA,0,0 - 0,,"29,470 / 10"
34,35,TPE TPE,HSU Ya Ching PAI Yu Po,0,0 - 0,,"29,440 / 19"
35,36,FRA FRA,Delphine LANSAC Emilie LEFEL,1,0 - 0,,"28,674 / 16"
36,37,TPE TPE,HSIEH Pei Chen WU Ti Jung,1,0 - 0,,"28,390 / 19"
37,38,THA THA,Duanganong AROONKESORN Kunchala VORAVICHITCHAIKUL,1,0 - 0,,"27,893 / 9"
38,39,CHN CHN,TANG Jinhua TIAN Qing,1,0 - 0,,"27,440 / 4"
39,40,KOR KOR,CHAE Yoo Jung KIM So Yeong,1,0 - 0,,"27,140 / 7"
40,41,THA THA,Chaladchalam Chayanit Phataimas MUENWONG,1,0 - 0,,"26,810 / 13"
41,42,INA INA,Suci Rizky ANDINI Maretha Dea GIOVANI,1,0 - 0,,"26,560 / 9"
42,43,INA INA,Dian FITRIANI Nadya MELATI,1,0 - 0,,"26,280 / 9"
43,44,CAN CAN,Alex BRUCE Phyllis CHAN,1,0 - 0,,"26,158 / 15"
44,45,JPN JPN,Yuki FUKUSHIMA Sayaka HIROTA,-9,0 - 0,,"25,390 / 8"
45,46,RUS RUS,Anastasia CHERVYAKOVA Nina VISLOVA,0,0 - 0,,"25,160 / 10"
46,47,BRA BRA,Lohaynny VICENTE Luana VICENTE,0,0 - 0,,"24,923 / 9"
47,48,CHN CHN,BAO Yixin TANG Yuanting,0,0 - 0,,"23,950 / 3"
48,49,CHN CHN,BAO Yixin TANG Jinhua,0,0 - 0,,"23,050 / 5"
49,50,MAS MAS,Meng Yean LEE Yin Loo LIM,0,0 - 0,,"22,690 / 10"
50,51,ENG ENG,Sophie BROWN Kate ROBERTSHAW,0,0 - 0,,"22,550 / 9"
51,52,INA INA,Anggia Shitta AWANDA Mahadewi Istirani NI KETUT,0,0 - 0,,"21,940 / 8"
52,53,HKG HKG,POON Lok Yan TSE Ying Suet,0,0 - 0,,"21,857 / 8"
53,54,DEN DEN,Maiken FRUERGAARD Sara THYGESEN,4,0 - 0,,"21,740 / 10"
54,55,JPN JPN,Shiho TANAKA Koharu YONEMOTO,-1,0 - 0,,"21,570 / 8"
55,56,BRA BRA,Paula B PEREIRA Fabiana SILVA,-1,0 - 0,,"20,882 / 10"
56,57,KOR KOR,CHANG Ye Na YOO Hae Won,-1,0 - 0,,"20,670 / 4"
57,58,TPE TPE,CHIANG Kai Hsin WU Fang Chien,-1,0 - 0,,"20,630 / 13"
58,59,MAS MAS,YAP Cheng Wen Joyce Wai Chi CHOONG,0,0 - 0,,"19,920 / 12"
59,60,CHN CHN,CHEN Qingchen JIA Yifan,0,0 - 0,,"19,800 / 6"
60,61,DEN DEN,Lena GREBAK Maria HELSBOL,0,0 - 0,,"19,657 / 8"
61,62,IRI IRI,Negin AMIRIPOUR AGHAEI Hajiagha Soraya,7,0 - 0,,"19,410 / 10"
62,63,INA INA,Shendy Puspa IRAWATI Vita MARISSA,-1,0 - 0,,"18,880 / 6"
63,64,TUR TUR,Cemre FERE Ebru TUNALI,0,0 - 0,,"18,540 / 11"
64,65,INA INA,Gebby Ristiyani IMAWAN Tiara Rosalia NURAIDAH,0,0 - 0,,"18,430 / 8"
65,66,FRA FRA,Lorraine BAUMANN Audrey FONTAINE,0,0 - 0,,"18,150 / 11"
66,67,KOR KOR,CHANG Ye Na LEE So Hee,0,0 - 0,,"17,880 / 3"
67,68,GER GER,Carola BOTT Jennifer KARNOTT,3,0 - 0,,"17,470 / 12"
68,69,CHN CHN,TANG Jinhua ZHONG Qianxin,3,0 - 0,,"17,420 / 3"
69,70,EGY EGY,Menna ELTANANY Nadine ASHRAF,6,0 - 0,,"16,803 / 15"
70,71,FRA FRA,Lea PALERMO Anne TRAN,3,0 - 0,,"16,210 / 8"
71,72,PER PER,Katherine WINDER Luz Maria ZORNOZA,-9,0 - 0,,"16,181 / 9"
72,73,UKR UKR,Natalya VOYTSEKH Yelyzaveta ZHARKA,10,0 - 0,,"16,020 / 9"
73,74,FIN FIN,Mathilda LINDHOLM Jenny NYSTROM,1,0 - 0,,"15,885 / 13"
74,75,PER PER,Daniela MACIAS Danica NISHIMURA,-7,0 - 0,,"15,575 / 8"
75,76,TPE TPE,CHEN Hsiao Huan LAI Chia Wen,1,0 - 0,,"15,310 / 7"
76,77,BEL BEL,Steffi ANNYS Flore VANDENHOUCKE,1,0 - 0,,"15,165 / 13"
77,78,DEN DEN,Amanda MADSEN Isabella NIELSEN,-8,0 - 0,,"14,760 / 9"
78,79,CHN CHN,YU Yang (F) ZHONG Qianxin,0,0 - 0,,"14,700 / 2"
79,80,CHN CHN,XIA Huan ZHONG Qianxin,0,0 - 0,,"14,560 / 3"
80,81,IND IND,Dhanya NAIR Mohita SAHDEV,0,0 - 0,,"14,500 / 8"
81,82,CZE CZE,Katerina TOMALOVA Sarka KRIZKOVA,0,0 - 0,,"14,097 / 10"
82,83,TPE TPE,CHENG Chi Ya Chia Hsin LEE,1,0 - 0,,"13,790 / 7"
83,84,TPE TPE,Ching Hui CHANG Hsin Tien CHANG,1,0 - 0,,"13,580 / 8"
84,85,GER GER,Linda EFLER Lara KAEPPLEIN,9,0 - 0,,"13,490 / 10"
85,86,GER GER,Kira KATTENBECK Franziska VOLKMANN,0,0 - 0,,"13,290 / 11"
86,87,RUS RUS,Irina KHLEBKO Elena KOMENDROVSKAJA,-14,0 - 0,,"13,230 / 8"
