,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,JPN JPN,Misaki MATSUTOMO Ayaka TAKAHASHI,0,174 - 92,"$332,502.26","74,789 / 17"
1,2,CHN CHN,LUO Ying LUO Yu,0,103 - 35,"$198,475.00","73,360 / 15"
2,3,INA INA,Nitya Krishinda MAHESWARI Greysia POLII,1,98 - 44,"$231,637.13","70,942 / 17"
3,4,DEN DEN,Kamilla RYTTER JUHL Christinna PEDERSEN,-1,151 - 66,"$343,433.43","70,030 / 16"
4,5,CHN CHN,TIAN Qing ZHAO Yunlei,3,161 - 32,"$718,719.25","56,950 / 6"
5,6,JPN JPN,Reika KAKIIWA Miyuki MAEDA,1,71 - 44,"$241,501.45","55,650 / 16"
6,7,CHN CHN,WANG Xiaoli YU Yang (F),-2,189 - 27,"$1,114,243.75","54,130 / 8"
7,8,CHN CHN,MA Jin TANG Yuanting,-2,42 - 12,"$336,755.00","54,019 / 8"
8,9,NED NED,Eefje MUSKENS Selena PIEK,0,85 - 34,"$71,029.24","51,745 / 20"
9,10,MAS MAS,Vivian Kah Mun HOO Khe Wei WOON,0,91 - 68,"$65,232.64","48,124 / 17"
10,11,IND IND,Jwala GUTTA Ashwini PONNAPPA,2,69 - 79,"$75,325.74","46,314 / 17"
11,12,JPN JPN,Naoko FUKUMAN Kurumi YONAO,0,60 - 34,"$23,391.22","46,290 / 16"
12,13,BUL BUL,Gabriela STOEVA Stefani STOEVA,1,164 - 59,"$38,986.00","46,030 / 16"
13,14,JPN JPN,Shizuka MATSUO Mami NAITO,-3,141 - 86,"$147,388.32","44,620 / 14"
14,15,CHN CHN,OU Dongni YU Xiaohan,0,27 - 4,"$91,859.99","42,600 / 7"
15,16,KOR KOR,GO Ah Ra YOO Hae Won,1,62 - 46,"$56,582.48","42,490 / 13"
16,17,KOR KOR,LEE So Hee SHIN Seung Chan,-1,101 - 50,"$66,981.22","41,860 / 12"
17,18,MAS MAS,Amelia Alicia ANSCELLY Fie Cho SOONG,1,61 - 44,"$27,931.54","39,230 / 15"
18,19,THA THA,Puttita SUPAJIRAKUL Sapsiree TAERATTANACHAI,-1,26 - 37,"$34,726.19","38,765 / 18"
19,20,THA THA,Jongkolphan KITITHARAKUL Rawinda PRAJONGJAI,0,27 - 28,"$11,160.60","38,520 / 19"
