,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,JPN JPN,Misaki MATSUTOMO Ayaka TAKAHASHI,0,179 - 94,"$332,502.26","73,679 / 17"
1,2,CHN CHN,LUO Ying LUO Yu,0,105 - 37,"$198,475.00","71,340 / 14"
2,3,DEN DEN,Kamilla RYTTER JUHL Christinna PEDERSEN,0,154 - 68,"$343,433.43","70,030 / 17"
3,4,INA INA,Nitya Krishinda MAHESWARI Greysia POLII,0,101 - 46,"$231,637.13","69,932 / 17"
4,5,CHN CHN,TIAN Qing ZHAO Yunlei,0,169 - 33,"$718,719.25","55,300 / 6"
5,6,CHN CHN,MA Jin TANG Yuanting,0,42 - 12,"$336,755.00","54,019 / 8"
6,7,KOR KOR,CHANG Ye Na LEE So Hee,4,33 - 9,"$127,086.85","52,030 / 9"
7,8,NED NED,Eefje MUSKENS Selena PIEK,-1,91 - 38,"$71,029.24","51,385 / 20"
8,9,JPN JPN,Reika KAKIIWA Miyuki MAEDA,-1,71 - 46,"$241,501.45","50,820 / 16"
9,10,JPN JPN,Naoko FUKUMAN Kurumi YONAO,-1,66 - 38,"$23,391.22","50,400 / 19"
10,11,KOR KOR,JUNG Kyung Eun SHIN Seung Chan,8,32 - 10,"$151,232.01","49,650 / 9"
11,12,MAS MAS,Vivian Kah Mun HOO Khe Wei WOON,-2,93 - 70,"$65,232.64","48,124 / 17"
12,13,IND IND,Jwala GUTTA Ashwini PONNAPPA,-1,69 - 83,"$75,325.74","46,314 / 20"
13,14,KOR KOR,GO Ah Ra YOO Hae Won,-1,68 - 50,"$56,582.48","45,700 / 17"
14,15,JPN JPN,Shizuka MATSUO Mami NAITO,0,145 - 89,"$147,388.32","45,200 / 15"
15,16,KOR KOR,CHAE Yoo Jung KIM So Yeong,0,19 - 13,"$48,735.61","44,830 / 13"
16,17,BUL BUL,Gabriela STOEVA Stefani STOEVA,-3,171 - 61,"$38,986.00","44,530 / 16"
17,18,CHN CHN,WANG Xiaoli YU Yang (F),-1,189 - 27,"$1,114,243.75","43,130 / 7"
18,19,MAS MAS,Amelia Alicia ANSCELLY Fie Cho SOONG,-1,63 - 46,"$27,931.54","43,060 / 15"
19,20,HKG HKG,POON Lok Yan TSE Ying Suet,1,79 - 77,"$66,284.98","41,480 / 15"
20,21,THA THA,Jongkolphan KITITHARAKUL Rawinda PRAJONGJAI,-1,30 - 31,"$11,160.60","39,820 / 19"
21,22,USA USA,Eva LEE Paula Lynn OBANANA,1,103 - 74,"$27,952.45","38,801 / 24"
22,23,JPN JPN,Yuki FUKUSHIMA Sayaka HIROTA,8,54 - 22,"$11,783.11","37,910 / 10"
23,24,KOR KOR,JUNG Kyung Eun CHANG Ye Na,-2,11 - 9,"$211,337.64","37,845 / 8"
24,25,KOR KOR,LEE So Hee SHIN Seung Chan,-1,101 - 50,"$66,981.22","37,590 / 10"
25,26,THA THA,Puttita SUPAJIRAKUL Sapsiree TAERATTANACHAI,-1,28 - 38,"$34,726.19","37,355 / 17"
26,27,GER GER,Carla NELTE Johanna GOLISZEWSKI,0,56 - 57,"$28,406.25","37,330 / 23"
27,28,JPN JPN,Ayane KURIHARA Naru SHINOYA,-2,41 - 20,"$21,223.61","36,840 / 14"
28,29,GER GER,Birgit MICHELS Isabel HERTTRICH,0,20 - 25,"$37,414.90","35,826 / 18"
29,30,ENG ENG,Heather OLVER Lauren SMITH,-2,40 - 26,"$34,896.75","35,149 / 24"
30,31,NED NED,Samantha BARNING Iris TABELING,-1,47 - 40,"$22,970.45","34,202 / 20"
31,32,TUR TUR,Neslihan YIGIT Ozge BAYRAK,1,94 - 56,"$15,160.81","32,898 / 17"
32,33,INA INA,Anggia Shitta AWANDA Mahadewi Istirani NI KETUT,1,21 - 16,"$13,114.98","31,840 / 11"
33,34,THA THA,Chaladchalam Chayanit Phataimas MUENWONG,1,30 - 21,"$6,586.19","31,800 / 20"
34,35,TPE TPE,HSIEH Pei Chen WU Ti Jung,1,20 - 25,"$18,235.60","31,670 / 22"
35,36,INA INA,Gebby Ristiyani IMAWAN Tiara Rosalia NURAIDAH,1,66 - 50,"$27,341.70","31,460 / 13"
36,37,INA INA,Suci Rizky ANDINI Maretha Dea GIOVANI,5,18 - 11,"$29,607.85","30,880 / 13"
37,38,INA INA,Pia Zebadiah BERNADETH Rizki Amelia PRADIPTA,0,83 - 55,"$84,387.49","30,320 / 9"
38,39,IND IND,Pradnya GADRE NELAKURIHI Sikki Reddy,0,31 - 20,"$17,192.36","30,310 / 12"
39,40,TPE TPE,HSU Ya Ching PAI Yu Po,1,0 - 0,"$8,128.07","30,160 / 20"
40,41,CAN CAN,Alex BRUCE Phyllis CHAN,4,0 - 0,,"29,268 / 15"
41,42,JPN JPN,Shiho TANAKA Koharu YONEMOTO,1,0 - 0,,"28,970 / 10"
42,43,BRA BRA,Lohaynny VICENTE Luana VICENTE,1,0 - 0,,"28,463 / 11"
43,44,INA INA,Devi Tika PERMATASARI Keshya Nurvita HANADIA,-4,0 - 0,,"27,990 / 11"
44,45,CHN CHN,TANG Jinhua TIAN Qing,1,0 - 0,,"27,440 / 4"
45,46,SIN SIN,Yu Yan Vanessa NEO Shinta Mulia SARI,1,0 - 0,,"27,317 / 12"
46,47,RUS RUS,Evgeniya KOSETSKAYA Ekaterina BOLOTOVA,1,0 - 0,,"27,172 / 10"
47,48,FRA FRA,Delphine LANSAC Emilie LEFEL,1,0 - 0,,"26,844 / 12"
48,49,CHN CHN,TANG Yuanting YU Yang (F),1,0 - 0,,"26,368 / 4"
49,50,CHN CHN,OU Dongni YU Xiaohan,-18,0 - 0,,"25,940 / 4"
