,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,JPN JPN,Misaki MATSUTOMO Ayaka TAKAHASHI,0,172 - 90,"$332,502.26","79,479 / 17"
1,2,CHN CHN,WANG Xiaoli YU Yang (F),0,189 - 27,"$1,114,243.75","74,330 / 10"
2,3,CHN CHN,LUO Ying LUO Yu,0,97 - 33,"$198,475.00","71,980 / 15"
3,4,DEN DEN,Kamilla RYTTER JUHL Christinna PEDERSEN,0,148 - 64,"$343,433.43","70,030 / 16"
4,5,INA INA,Nitya Krishinda MAHESWARI Greysia POLII,0,95 - 42,"$231,637.13","69,562 / 15"
5,6,CHN CHN,MA Jin TANG Yuanting,0,39 - 11,"$336,755.00","61,819 / 9"
6,7,JPN JPN,Reika KAKIIWA Miyuki MAEDA,0,68 - 42,"$241,501.45","57,090 / 16"
7,8,CHN CHN,TIAN Qing ZHAO Yunlei,0,157 - 31,"$718,719.25","53,650 / 6"
8,9,NED NED,Eefje MUSKENS Selena PIEK,0,83 - 32,"$71,029.24","51,385 / 20"
9,10,JPN JPN,Shizuka MATSUO Mami NAITO,0,141 - 85,"$147,388.32","47,440 / 15"
10,11,MAS MAS,Vivian Kah Mun HOO Khe Wei WOON,0,90 - 66,"$65,232.64","46,524 / 15"
11,12,IND IND,Jwala GUTTA Ashwini PONNAPPA,0,68 - 77,"$75,325.74","46,314 / 17"
12,13,JPN JPN,Naoko FUKUMAN Kurumi YONAO,0,59 - 32,"$23,391.22","45,970 / 15"
13,14,BUL BUL,Gabriela STOEVA Stefani STOEVA,3,161 - 57,"$38,986.00","44,270 / 16"
14,15,KOR KOR,LEE So Hee SHIN Seung Chan,-1,101 - 50,"$66,981.22","43,520 / 13"
15,16,KOR KOR,GO Ah Ra YOO Hae Won,-1,61 - 44,"$56,582.48","43,210 / 12"
16,17,CHN CHN,OU Dongni YU Xiaohan,-1,27 - 4,"$91,859.99","42,600 / 7"
17,18,THA THA,Puttita SUPAJIRAKUL Sapsiree TAERATTANACHAI,0,26 - 36,"$34,726.19","39,645 / 19"
18,19,GER GER,Carla NELTE Johanna GOLISZEWSKI,2,52 - 49,"$28,406.25","38,870 / 22"
19,20,MAS MAS,Amelia Alicia ANSCELLY Fie Cho SOONG,-1,61 - 42,"$27,931.54","38,790 / 13"
20,21,KOR KOR,JUNG Kyung Eun CHANG Ye Na,-1,11 - 9,"$211,337.64","37,845 / 8"
21,22,USA USA,Eva LEE Paula Lynn OBANANA,0,97 - 67,"$27,952.45","36,931 / 21"
22,23,THA THA,Jongkolphan KITITHARAKUL Rawinda PRAJONGJAI,0,26 - 26,"$11,160.60","36,860 / 17"
23,24,INA INA,Pia Zebadiah BERNADETH Rizki Amelia PRADIPTA,0,83 - 55,"$84,387.49","36,570 / 12"
24,25,ENG ENG,Heather OLVER Lauren SMITH,0,33 - 20,"$34,896.75","36,549 / 24"
25,26,JPN JPN,Ayane KURIHARA Naru SHINOYA,0,38 - 17,"$21,223.61","35,610 / 12"
26,27,RUS RUS,Evgeniya KOSETSKAYA Ekaterina BOLOTOVA,0,40 - 22,"$15,384.75","34,922 / 13"
27,28,GER GER,Birgit MICHELS Isabel HERTTRICH,0,17 - 18,"$37,414.90","34,266 / 16"
28,29,TUR TUR,Neslihan YIGIT Ozge BAYRAK,0,90 - 53,"$15,160.81","32,298 / 17"
29,30,NED NED,Samantha BARNING Iris TABELING,1,37 - 37,"$22,970.45","31,342 / 18"
30,31,IND IND,Pradnya GADRE NELAKURIHI Sikki Reddy,1,31 - 20,"$17,192.36","30,890 / 14"
31,32,SIN SIN,Yu Yan Vanessa NEO Shinta Mulia SARI,1,25 - 35,"$78,656.92","30,237 / 15"
32,33,HKG HKG,CHAN Kaka Tsz Ka TSE Ying Suet,-3,0 - 0,"$53,782.09","29,830 / 10"
33,34,INA INA,Devi Tika PERMATASARI Keshya Nurvita HANADIA,0,0 - 0,"$23,545.91","29,620 / 11"
34,35,TPE TPE,HSU Ya Ching PAI Yu Po,0,0 - 0,,"29,440 / 19"
35,36,FRA FRA,Delphine LANSAC Emilie LEFEL,0,0 - 0,,"28,674 / 15"
36,37,TPE TPE,HSIEH Pei Chen WU Ti Jung,0,0 - 0,,"28,390 / 20"
37,38,THA THA,Duanganong AROONKESORN Kunchala VORAVICHITCHAIKUL,0,0 - 0,,"27,893 / 9"
38,39,CAN CAN,Alex BRUCE Phyllis CHAN,0,0 - 0,,"27,668 / 17"
39,40,CHN CHN,TANG Jinhua TIAN Qing,0,0 - 0,,"27,440 / 4"
40,41,KOR KOR,CHAE Yoo Jung KIM So Yeong,0,0 - 0,,"27,140 / 7"
41,42,THA THA,Chaladchalam Chayanit Phataimas MUENWONG,0,0 - 0,,"26,960 / 14"
42,43,INA INA,Suci Rizky ANDINI Maretha Dea GIOVANI,0,0 - 0,,"26,560 / 9"
43,44,INA INA,Dian FITRIANI Nadya MELATI,0,0 - 0,,"26,280 / 9"
44,45,ENG ENG,Sophie BROWN Kate ROBERTSHAW,9,0 - 0,,"25,580 / 10"
45,46,JPN JPN,Yuki FUKUSHIMA Sayaka HIROTA,-1,0 - 0,,"25,390 / 8"
46,47,BRA BRA,Lohaynny VICENTE Luana VICENTE,0,0 - 0,,"24,923 / 9"
47,48,CHN CHN,CHEN Qingchen JIA Yifan,0,0 - 0,,"24,700 / 7"
48,49,HKG HKG,POON Lok Yan TSE Ying Suet,0,0 - 0,,"24,577 / 9"
49,50,MAS MAS,Meng Yean LEE Yin Loo LIM,0,0 - 0,,"24,350 / 11"
50,51,CHN CHN,BAO Yixin TANG Yuanting,0,0 - 0,,"23,950 / 3"
51,52,RUS RUS,Anastasia CHERVYAKOVA Nina VISLOVA,-6,0 - 0,,"23,870 / 9"
52,53,KOR KOR,CHANG Ye Na LEE So Hee,-1,0 - 0,,"23,830 / 4"
53,54,CHN CHN,BAO Yixin TANG Jinhua,-1,0 - 0,,"23,050 / 5"
54,55,INA INA,Anggia Shitta AWANDA Mahadewi Istirani NI KETUT,0,0 - 0,,"21,940 / 8"
55,56,JPN JPN,Shiho TANAKA Koharu YONEMOTO,0,0 - 0,,"21,570 / 8"
56,57,INA INA,Gebby Ristiyani IMAWAN Tiara Rosalia NURAIDAH,0,0 - 0,,"20,930 / 9"
57,58,BRA BRA,Paula B PEREIRA Fabiana SILVA,0,0 - 0,,"20,882 / 10"
58,59,DEN DEN,Maiken FRUERGAARD Sara THYGESEN,0,0 - 0,,"20,820 / 9"
59,60,KOR KOR,CHANG Ye Na YOO Hae Won,0,0 - 0,,"20,670 / 4"
60,61,TPE TPE,CHIANG Kai Hsin WU Fang Chien,0,0 - 0,,"20,630 / 13"
61,62,MAS MAS,YAP Cheng Wen Joyce Wai Chi CHOONG,0,0 - 0,,"20,370 / 13"
62,63,DEN DEN,Lena GREBAK Maria HELSBOL,0,0 - 0,,"19,657 / 8"
63,64,IRI IRI,Negin AMIRIPOUR AGHAEI Hajiagha Soraya,0,0 - 0,,"19,410 / 10"
64,65,TUR TUR,Cemre FERE Ebru TUNALI,1,0 - 0,,"18,170 / 10"
65,66,FRA FRA,Lorraine BAUMANN Audrey FONTAINE,1,0 - 0,,"17,780 / 10"
66,67,GER GER,Carola BOTT Jennifer KARNOTT,1,0 - 0,,"17,470 / 11"
67,68,CHN CHN,TANG Jinhua ZHONG Qianxin,1,0 - 0,,"17,420 / 3"
68,69,UKR UKR,Natalya VOYTSEKH Yelyzaveta ZHARKA,3,0 - 0,,"16,840 / 9"
69,70,EGY EGY,Menna ELTANANY Nadine ASHRAF,0,0 - 0,,"16,803 / 15"
70,71,PER PER,Katherine WINDER Luz Maria ZORNOZA,0,0 - 0,,"16,181 / 9"
71,72,GER GER,Linda EFLER Lara KAEPPLEIN,14,0 - 0,,"15,970 / 11"
72,73,FIN FIN,Mathilda LINDHOLM Jenny NYSTROM,0,0 - 0,,"15,885 / 13"
73,74,INA INA,Apriani RAHAYU Jauza Fadhila SUGIARTO,0,0 - 0,,"15,640 / 9"
74,75,PER PER,Daniela MACIAS Danica NISHIMURA,0,0 - 0,,"15,575 / 8"
75,76,TPE TPE,CHEN Hsiao Huan LAI Chia Wen,0,0 - 0,,"15,310 / 7"
76,77,KOR KOR,JUNG Kyung Eun SHIN Seung Chan,1,0 - 0,,"14,960 / 4"
77,78,BEL BEL,Steffi ANNYS Flore VANDENHOUCKE,-1,0 - 0,,"14,795 / 12"
78,79,DEN DEN,Amanda MADSEN Isabella NIELSEN,0,0 - 0,,"14,760 / 9"
79,80,CHN CHN,YU Yang (F) ZHONG Qianxin,0,0 - 0,,"14,700 / 2"
80,81,FRA FRA,Lea PALERMO Anne TRAN,0,0 - 0,,"14,690 / 7"
81,82,CHN CHN,XIA Huan ZHONG Qianxin,0,0 - 0,,"14,560 / 3"
82,83,IND IND,Dhanya NAIR Mohita SAHDEV,0,0 - 0,,"14,500 / 8"
83,84,INA INA,Shendy Puspa IRAWATI Vita MARISSA,-19,0 - 0,,"14,200 / 5"
84,85,ENG ENG,Jenny MOORE Victoria WILLIAMS,-1,0 - 0,,"13,870 / 8"
85,86,TPE TPE,CHENG Chi Ya Chia Hsin LEE,-1,0 - 0,,"13,790 / 7"
86,87,INA INA,Komala DEWI Vita MARISSA,0,0 - 0,,"13,410 / 6"
