,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,JPN JPN,Misaki MATSUTOMO Ayaka TAKAHASHI,0,174 - 92,"$332,502.26","74,789 / 17"
1,2,CHN CHN,LUO Ying LUO Yu,0,103 - 35,"$198,475.00","73,360 / 15"
2,3,INA INA,Nitya Krishinda MAHESWARI Greysia POLII,0,98 - 44,"$231,637.13","70,942 / 17"
3,4,DEN DEN,Kamilla RYTTER JUHL Christinna PEDERSEN,0,151 - 66,"$343,433.43","70,030 / 16"
4,5,CHN CHN,TIAN Qing ZHAO Yunlei,0,161 - 32,"$718,719.25","56,950 / 6"
5,6,JPN JPN,Reika KAKIIWA Miyuki MAEDA,0,71 - 44,"$241,501.45","55,650 / 16"
6,7,CHN CHN,WANG Xiaoli YU Yang (F),0,189 - 27,"$1,114,243.75","54,130 / 8"
7,8,CHN CHN,MA Jin TANG Yuanting,0,42 - 12,"$336,755.00","54,019 / 8"
8,9,NED NED,Eefje MUSKENS Selena PIEK,0,85 - 35,"$71,029.24","51,745 / 19"
9,10,MAS MAS,Vivian Kah Mun HOO Khe Wei WOON,0,93 - 69,"$65,232.64","49,424 / 18"
10,11,IND IND,Jwala GUTTA Ashwini PONNAPPA,0,69 - 80,"$75,325.74","46,314 / 18"
11,12,BUL BUL,Gabriela STOEVA Stefani STOEVA,1,166 - 60,"$38,986.00","46,030 / 16"
12,13,JPN JPN,Naoko FUKUMAN Kurumi YONAO,-1,61 - 35,"$23,391.22","45,980 / 16"
13,14,KOR KOR,GO Ah Ra YOO Hae Won,1,65 - 47,"$56,582.48","44,730 / 14"
14,15,JPN JPN,Shizuka MATSUO Mami NAITO,-1,141 - 87,"$147,388.32","44,620 / 15"
15,16,THA THA,Jongkolphan KITITHARAKUL Rawinda PRAJONGJAI,1,30 - 29,"$11,160.60","40,620 / 20"
16,17,KOR KOR,CHANG Ye Na LEE So Hee,13,25 - 6,"$127,086.85","40,480 / 7"
17,18,THA THA,Puttita SUPAJIRAKUL Sapsiree TAERATTANACHAI,0,28 - 38,"$34,726.19","39,895 / 19"
18,19,MAS MAS,Amelia Alicia ANSCELLY Fie Cho SOONG,0,61 - 45,"$27,931.54","39,230 / 15"
19,20,KOR KOR,CHAE Yoo Jung KIM So Yeong,4,14 - 10,"$48,735.61","39,220 / 10"
