,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,ESP,Carolina MARIN,0,215 - 65,"$224,481.00","89,542 / 14"
1,2,IND,Saina NEHWAL,0,313 - 134,"$570,610.00","80,132 / 14"
2,3,CHN,LI Xuerui,1,254 - 57,"$626,110.00","74,767 / 14"
3,4,KOR,SUNG Ji Hyun,1,225 - 115,"$298,365.00","74,088 / 19"
4,5,TPE,TAI Tzu Ying,-2,192 - 111,"$226,905.00","71,210 / 16"
5,6,CHN,WANG Shixian,0,255 - 77,"$658,775.00","70,610 / 14"
6,7,THA,Ratchanok INTANON,1,230 - 107,"$295,955.00","70,057 / 18"
7,8,CHN,WANG Yihan,-1,346 - 85,"$738,865.50","68,938 / 17"
8,9,JPN,Nozomi OKUHARA,0,147 - 48,"$67,355.50","64,354 / 21"
9,10,JPN,Akane YAMAGUCHI,0,114 - 37,"$69,527.50","59,725 / 18"
10,11,CHN,SUN Yu,0,91 - 35,"$77,655.00","55,620 / 15"
11,12,IND,PUSARLA V. Sindhu,0,160 - 72,"$84,253.00","51,090 / 14"
12,13,KOR,BAE Yeon Ju,0,207 - 128,"$188,907.50","48,776 / 19"
13,14,CAN,Michelle LI,0,204 - 83,"$46,309.50","47,817 / 17"
14,15,JPN,Sayaka TAKAHASHI,0,133 - 62,"$65,367.00","45,540 / 14"
15,16,THA,Busanan ONGBUMRUNGPHAN,0,141 - 77,"$52,695.00","44,335 / 20"
16,17,JPN,Yui HASHIMOTO,1,86 - 47,"$61,264.00","42,990 / 18"
17,18,JPN,Minatsu MITANI,-1,119 - 79,"$83,742.50","42,800 / 18"
18,19,JPN,Sayaka SATO,0,156 - 101,"$63,325.00","42,030 / 14"
19,20,SCO,Kirsty GILMOUR,0,143 - 66,"$26,264.00","40,477 / 17"
20,21,INA,Maria Febe KUSUMASTUTI,1,139 - 106,"$39,289.00","39,010 / 19"
21,22,THA,Porntip BURANAPRASERTSUK,2,175 - 148,"$110,945.00","38,500 / 19"
22,23,HKG,CHEUNG Ngan Yi,-2,64 - 60,"$12,845.00","38,308 / 18"
23,24,KOR,KIM Hyo Min,1,96 - 47,"$12,325.50","36,620 / 16"
24,25,ESP,Beatriz CORRALES,-2,182 - 89,"$23,034.50","36,585 / 19"
25,26,INA,Lindaweni FANETRI,0,100 - 89,"$44,522.50","36,515 / 14"
