,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,ESP,Carolina MARIN,0,208 - 64,"$224,481.00","86,662 / 15"
1,2,IND,Saina NEHWAL,0,309 - 133,"$570,610.00","81,782 / 15"
2,3,TPE,TAI Tzu Ying,0,188 - 109,"$226,905.00","74,360 / 16"
3,4,KOR,SUNG Ji Hyun,0,221 - 112,"$298,365.00","73,078 / 17"
4,5,THA,Ratchanok INTANON,0,227 - 105,"$295,955.00","69,687 / 18"
5,6,CHN,WANG Shixian,0,252 - 76,"$658,775.00","68,960 / 15"
6,7,CHN,LI Xuerui,0,249 - 56,"$626,110.00","68,567 / 12"
7,8,CHN,WANG Yihan,0,340 - 83,"$738,865.50","66,918 / 17"
8,9,JPN,Akane YAMAGUCHI,1,111 - 35,"$69,527.50","64,895 / 18"
9,10,JPN,Nozomi OKUHARA,-1,141 - 46,"$67,355.50","63,804 / 21"
10,11,CHN,SUN Yu,0,87 - 33,"$77,655.00","55,720 / 15"
11,12,KOR,BAE Yeon Ju,0,204 - 125,"$188,907.50","51,576 / 17"
12,13,IND,PUSARLA V. Sindhu,0,159 - 70,"$84,253.00","50,370 / 13"
13,14,CAN,Michelle LI,0,203 - 81,"$46,309.50","46,217 / 16"
14,15,JPN,Sayaka TAKAHASHI,0,133 - 62,"$65,367.00","45,540 / 16"
15,16,THA,Busanan ONGBUMRUNGPHAN,1,141 - 74,"$52,695.00","44,335 / 20"
16,17,JPN,Minatsu MITANI,-1,117 - 77,"$83,742.50","43,520 / 18"
17,18,JPN,Yui HASHIMOTO,0,85 - 45,"$61,264.00","40,890 / 17"
18,19,JPN,Sayaka SATO,0,149 - 100,"$63,325.00","40,170 / 14"
19,20,SCO,Kirsty GILMOUR,2,139 - 65,"$26,264.00","39,870 / 18"
20,21,HKG,CHEUNG Ngan Yi,-1,63 - 59,"$12,845.00","38,308 / 18"
21,22,ESP,Beatriz CORRALES,4,179 - 88,"$23,034.50","37,415 / 20"
22,23,INA,Maria Febe KUSUMASTUTI,4,138 - 104,"$39,289.00","37,190 / 18"
23,24,THA,Porntip BURANAPRASERTSUK,0,173 - 147,"$110,945.00","37,060 / 20"
24,25,KOR,KIM Hyo Min,0,95 - 46,"$12,325.50","36,560 / 16"
25,26,INA,Lindaweni FANETRI,-5,100 - 88,"$44,522.50","36,515 / 13"
26,27,USA,Beiwen ZHANG,-4,149 - 77,"$52,001.12","36,360 / 12"
27,28,TPE,PAI Yu Po,0,82 - 67,"$18,612.50","34,710 / 20"
28,29,GER,Karin SCHNAASE,0,186 - 154,"$17,793.80","34,184 / 22"
29,30,USA,Iris WANG,0,98 - 92,"$14,125.50","34,155 / 24"
30,31,TPE,HSU Ya Ching,2,81 - 72,"$23,800.00","33,230 / 21"
31,32,HKG,YIP Pui Yin,-1,190 - 179,"$101,275.00","33,165 / 18"
32,33,THA,Nitchaon JINDAPOL,1,128 - 86,"$62,185.00","32,800 / 16"
33,34,MAS,Jing Yi TEE,2,84 - 94,"$14,033.50","32,470 / 15"
34,35,DEN,Line KJAERSFELDT,-3,111 - 65,"$6,672.50","32,362 / 17"
35,36,BUL,Linda ZETCHIRI,1,266 - 178,"$30,986.40","31,660 / 19"
36,37,USA,SCHAFER Rong,-2,84 - 49,"$7,557.50","31,380 / 22"
37,38,JPN,Kaori IMABEPPU,0,148 - 93,"$47,729.50","30,840 / 13"
38,39,CHN,YAO Xue,0,66 - 34,"$43,770.00","30,160 / 9"
39,40,SIN,Jiayuan CHEN,0,99 - 99,"$12,932.37","29,879 / 14"
40,41,THA,Pornpawee CHOCHUWONG,0,61 - 37,"$4,277.50","29,020 / 11"
41,42,USA,Jamie SUBANDHI,0,76 - 78,"$3,837.50","27,105 / 19"
42,43,CZE,Kristina GAVNHOLT,5,194 - 138,"$19,863.50","27,030 / 16"
43,44,JPN,Aya OHORI,-1,85 - 36,"$12,795.00","26,830 / 11"
44,45,BUL,Petya NEDELCHEVA,0,468 - 229,"$76,226.50","26,430 / 18"
45,46,SUI,Sabrina JAQUET,-2,134 - 131,"$9,726.50","26,261 / 20"
46,47,TUR,Neslihan YIGIT,-1,164 - 71,"$7,588.00","26,132 / 15"
47,48,TPE,CHENG Chi Ya,-1,57 - 45,"$10,516.50","26,100 / 12"
48,49,IRL,Chloe MAGEE,0,167 - 139,"$15,166.75","25,612 / 16"
49,50,TUR,Ozge BAYRAK,0,147 - 79,"$8,180.00","25,557 / 14"
50,51,GER,Olga KONON,7,187 - 89,"$21,811.50","25,280 / 12"
51,52,RUS,Ksenia POLIKARPOVA,0,98 - 88,"$6,390.00","25,123 / 21"
52,53,DEN,Anna Thea MADSEN,1,113 - 50,"$3,800.00","24,927 / 13"
53,54,VIE,Thi Trang (B) VU,2,64 - 55,"$7,478.00","24,752 / 12"
54,55,THA,Supanida KATETHONG,0,43 - 14,"$4,322.50","24,750 / 10"
55,56,IND,P. C. Thulasi,1,62 - 55,"$12,368.50","23,350 / 10"
56,57,UKR,Maria ULITINA,3,114 - 66,"$5,705.50","23,320 / 14"
57,58,IND,Saili RANE,10,52 - 44,"$3,762.50","23,060 / 12"
58,59,CAN,Rachel HONDERICH,0,30 - 26,$737.50,"22,859 / 10"
59,60,RUS,Natalia PERMINOVA,-7,101 - 87,"$7,069.50","22,829 / 19"
60,61,KOR,Jang Mi LEE,0,57 - 23,"$3,090.00","22,350 / 9"
61,62,BEL,Lianne TAN,2,134 - 113,"$7,595.00","22,245 / 20"
62,63,AUS,Joy LAI,13,39 - 47,$147.50,"22,179 / 13"
63,64,ITA,Jeanine CICOGNINI,9,182 - 131,"$16,816.25","22,137 / 19"
64,65,SIN,Xiaoyu LIANG,-2,77 - 55,"$2,140.00","22,106 / 13"
65,66,DEN,Natalia Koch ROHDE,24,64 - 26,"$1,600.50","21,970 / 12"
66,67,BRA,Lohaynny VICENTE,-1,97 - 45,"$5,417.50","21,943 / 12"
67,68,AUS,Hsuan-Yu Wendy CHEN,-1,19 - 19,$912.50,"21,890 / 16"
68,69,NGR,Grace GABRIEL,0,104 - 71,"$3,970.00","21,806 / 18"
69,70,MRI,Kate FOO KUNE,8,89 - 68,"$1,431.25","21,785 / 20"
70,71,NED,Soraya DE VISCH EIJBERGEN,-6,91 - 55,"$3,675.50","21,676 / 16"
71,72,DEN,Mette POULSEN,-1,80 - 55,"$2,251.50","21,550 / 14"
72,73,INA,Gregoria MARISKA,-3,31 - 14,$325.00,"21,500 / 10"
73,74,INA,Ruselli HARTAWAN,-2,60 - 38,"$5,695.00","21,320 / 13"
74,75,ENG,Fontaine Mica CHAPMAN,-13,86 - 73,"$2,795.00","21,315 / 17"
75,76,BRA,Fabiana SILVA,-2,92 - 75,"$3,332.50","21,249 / 15"
76,77,INA,Hana RAMADHINI,-2,0 - 0,,"21,040 / 10"
77,78,FRA,Delphine LANSAC,-1,0 - 0,,"20,834 / 16"
78,79,FRA,Sashina VIGNES WARAN,0,0 - 0,,"20,517 / 8"
79,80,HUN,Laura SAROSI,0,0 - 0,,"20,410 / 20"
80,81,INA,Fitriani FITRIANI,0,0 - 0,,"20,390 / 12"
81,82,MAS,Lyddia Yi Yu CHEAH,0,0 - 0,,"20,360 / 13"
82,83,AUT,Elisabeth BALDAUF,1,0 - 0,,"20,006 / 18"
83,84,CHN,HE Bingjiao,-33,0 - 0,,"19,390 / 5"
84,85,CZE,Zuzana PAVELKOVA,0,0 - 0,,"19,299 / 19"
85,86,TUR,Ebru TUNALI,0,0 - 0,,"19,074 / 10"
86,87,FIN,Airi MIKKELA,1,0 - 0,,"18,647 / 17"
87,88,MAS,Li Lian YANG,20,0 - 0,,"18,620 / 10"
88,89,PER,Daniela MACIAS,0,0 - 0,,"18,610 / 12"
89,90,FIN,Nanna VAINIO,-3,0 - 0,,"18,501 / 21"
90,91,TUR,Cemre FERE,3,0 - 0,,"18,450 / 16"
91,92,EST,Kati TOLMOFF,-1,0 - 0,,"18,237 / 15"
92,93,TPE,HUNG Shih Han,2,0 - 0,,"17,740 / 14"
93,94,CHN,CHEN Yufei,2,0 - 0,,"17,610 / 6"
94,95,EGY,Hadia HOSNY,2,0 - 0,,"17,562 / 19"
95,96,TUR,Ebru YAZGAN,2,0 - 0,,"17,560 / 19"
96,97,TPE,Chia Hsin LEE,2,0 - 0,,"17,470 / 10"
97,98,INA,Bellaetrix MANUPUTTY,-15,0 - 0,,"17,324 / 7"
98,99,RUS,Olga GOLOVANOVA,-6,0 - 0,,"17,240 / 14"
99,100,GER,Fabienne DEPREZ,0,0 - 0,,"16,930 / 17"
100,101,CHN,LIU Xin (F),1,0 - 0,,"16,780 / 3"
101,102,MEX,Haramara GAITAN,1,0 - 0,,"16,520 / 11"
102,103,INA,Aprillia YUSWANDARI,18,0 - 0,,"16,510 / 9"
103,104,INA,Rusydina Antardayu RIODINGIN,1,0 - 0,,"16,360 / 10"
104,105,JPN,Kana ITO,1,0 - 0,,"16,280 / 6"
105,106,DEN,Mia BLICHFELDT,1,0 - 0,,"16,190 / 10"
106,107,INA,Adrianti FIRDASARI,2,0 - 0,,"16,110 / 6"
107,108,LTU,Akvile STAPUSAITYTE,2,0 - 0,,"16,098 / 13"
108,109,RUS,Evgeniya KOSETSKAYA,-8,0 - 0,,"15,980 / 11"
109,110,MAS,Yin Fun LIM,1,0 - 0,,"15,843 / 13"
110,111,MAS,Chiew Sien LIM,1,0 - 0,,"15,770 / 11"
111,112,CHN,SHEN Yaying,1,0 - 0,,"15,740 / 6"
112,113,MAS,Julia Pei Xian WONG,1,0 - 0,,"15,660 / 11"
113,114,JPN,Saena KAWAKAMI,1,0 - 0,,"15,640 / 4"
114,115,IND,Tanvi LAD,-23,0 - 0,,"15,360 / 9"
115,116,IRI,AGHAEI Hajiagha Soraya,0,0 - 0,,"15,200 / 10"
116,117,ENG,Chloe BIRCH,8,0 - 0,,"15,150 / 13"
