,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,IND,Saina NEHWAL,0,299 - 128,"$570,610.00","82,342 / 14"
1,2,CHN,LI Xuerui,0,232 - 50,"$626,110.00","80,177 / 9"
2,3,ESP,Carolina MARIN,0,193 - 61,"$224,481.00","79,352 / 14"
3,4,TPE,TAI Tzu Ying,0,173 - 102,"$226,905.00","73,640 / 14"
4,5,THA,Ratchanok INTANON,1,208 - 98,"$295,955.00","67,937 / 15"
5,6,CHN,WANG Shixian,-1,233 - 69,"$658,775.00","66,430 / 12"
6,7,KOR,SUNG Ji Hyun,0,205 - 106,"$298,365.00","66,398 / 14"
7,8,CHN,WANG Yihan,0,321 - 77,"$738,865.50","62,708 / 14"
8,9,CHN,SUN Yu,0,82 - 26,"$77,655.00","58,390 / 10"
9,10,JPN,Nozomi OKUHARA,0,122 - 39,"$67,355.50","56,964 / 14"
10,11,JPN,Akane YAMAGUCHI,0,94 - 29,"$69,527.50","53,965 / 15"
11,12,KOR,BAE Yeon Ju,1,197 - 117,"$188,907.50","50,486 / 14"
12,13,USA,Beiwen ZHANG,1,146 - 73,"$52,001.12","50,460 / 16"
13,14,IND,PUSARLA V. Sindhu,-2,151 - 63,"$84,253.00","49,810 / 10"
14,15,CAN,Michelle LI,1,189 - 74,"$46,309.50","45,557 / 17"
15,16,JPN,Sayaka TAKAHASHI,-1,122 - 55,"$65,367.00","44,710 / 14"
16,17,JPN,Minatsu MITANI,0,106 - 68,"$83,742.50","42,050 / 12"
17,18,THA,Busanan ONGBUMRUNGPHAN,0,132 - 65,"$52,695.00","41,355 / 14"
18,19,CHN,LIU Xin (F),1,116 - 42,"$138,327.50","38,800 / 7"
19,20,ESP,Beatriz CORRALES,3,173 - 80,"$23,034.50","37,765 / 20"
20,21,THA,Porntip BURANAPRASERTSUK,-2,166 - 137,"$110,945.00","37,750 / 15"
21,22,HKG,YIP Pui Yin,0,187 - 171,"$101,275.00","37,505 / 16"
22,23,TPE,PAI Yu Po,1,76 - 57,"$18,612.50","37,050 / 18"
23,24,JPN,Sayaka SATO,1,139 - 93,"$63,325.00","36,830 / 12"
24,25,HKG,CHEUNG Ngan Yi,1,58 - 51,"$12,845.00","36,398 / 15"
25,26,TPE,HSU Ya Ching,1,72 - 61,"$23,800.00","36,200 / 16"
26,27,THA,Nitchaon JINDAPOL,-6,116 - 79,"$62,185.00","36,130 / 13"
27,28,INA,Maria Febe KUSUMASTUTI,0,129 - 94,"$39,289.00","35,190 / 13"
28,29,GER,Karin SCHNAASE,2,178 - 145,"$17,793.80","34,014 / 19"
29,30,JPN,Yui HASHIMOTO,2,77 - 37,"$61,264.00","33,430 / 12"
30,31,JPN,Kaori IMABEPPU,2,139 - 86,"$47,729.50","33,200 / 12"
31,32,BUL,Linda ZETCHIRI,2,251 - 169,"$30,986.40","32,740 / 17"
32,33,INA,Adrianti FIRDASARI,-4,160 - 123,"$61,622.50","32,310 / 9"
33,34,SCO,Kirsty GILMOUR,-4,123 - 59,"$26,264.00","32,300 / 13"
34,35,USA,Iris WANG,2,89 - 81,"$14,125.50","31,685 / 22"
35,36,INA,Lindaweni FANETRI,0,92 - 80,"$44,522.50","30,165 / 10"
36,37,JPN,Aya OHORI,1,79 - 31,"$12,795.00","29,880 / 11"
37,38,SIN,Jiayuan CHEN,1,94 - 94,"$12,932.37","29,689 / 12"
38,39,DEN,Line KJAERSFELDT,1,95 - 59,"$6,672.50","29,372 / 14"
39,40,KOR,KIM Hyo Min,-5,90 - 40,"$12,325.50","29,040 / 9"
40,41,USA,SCHAFER Rong,1,74 - 38,"$7,557.50","28,640 / 23"
41,42,BUL,Petya NEDELCHEVA,2,460 - 224,"$76,226.50","28,530 / 18"
42,43,SUI,Sabrina JAQUET,3,125 - 122,"$9,726.50","27,831 / 19"
43,44,TUR,Neslihan YIGIT,3,157 - 64,"$7,588.00","27,192 / 13"
44,45,CHN,HAN Li,3,69 - 37,"$79,550.00","27,180 / 7"
45,46,FRA,Sashina VIGNES WARAN,3,156 - 99,"$13,627.00","27,057 / 15"
46,47,DEN,Anna Thea MADSEN,3,106 - 44,"$3,800.00","26,947 / 13"
47,48,VIE,Thi Trang (B) VU,3,51 - 49,"$7,478.00","26,872 / 12"
48,49,IRL,Chloe MAGEE,-4,155 - 130,"$15,166.75","26,792 / 14"
49,50,USA,Jamie SUBANDHI,2,71 - 71,"$3,837.50","26,755 / 21"
50,51,ITA,Jeanine CICOGNINI,4,170 - 123,"$16,816.25","26,717 / 15"
51,52,RUS,Natalia PERMINOVA,2,94 - 79,"$7,069.50","26,509 / 18"
52,53,RUS,Ksenia POLIKARPOVA,4,84 - 77,"$6,390.00","26,113 / 19"
