,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN,LI Xuerui,2,230 - 49,"$626,110.00","80,764 / 9"
1,2,IND,Saina NEHWAL,-1,297 - 127,"$570,610.00","80,191 / 14"
2,3,ESP,Carolina MARIN,-1,188 - 61,"$224,481.00","77,618 / 14"
3,4,TPE,TAI Tzu Ying,1,173 - 101,"$226,905.00","72,128 / 14"
4,5,CHN,WANG Shixian,-1,229 - 68,"$658,775.00","71,197 / 13"
5,6,THA,Ratchanok INTANON,1,208 - 97,"$295,955.00","68,372 / 15"
6,7,KOR,SUNG Ji Hyun,-1,202 - 105,"$298,365.00","66,644 / 14"
7,8,CHN,WANG Yihan,0,319 - 76,"$738,865.50","64,101 / 14"
8,9,CHN,SUN Yu,0,81 - 25,"$77,655.00","60,068 / 11"
9,10,JPN,Nozomi OKUHARA,0,122 - 38,"$67,355.50","54,680 / 13"
10,11,IND,PUSARLA V. Sindhu,1,151 - 62,"$84,253.00","53,395 / 11"
11,12,JPN,Akane YAMAGUCHI,-1,93 - 28,"$69,527.50","53,295 / 15"
12,13,KOR,BAE Yeon Ju,0,194 - 116,"$188,907.50","52,263 / 14"
13,14,USA,Beiwen ZHANG,0,146 - 73,"$52,001.12","50,460 / 16"
14,15,JPN,Sayaka TAKAHASHI,0,121 - 54,"$65,367.00","46,186 / 15"
15,16,CAN,Michelle LI,0,187 - 73,"$46,309.50","45,311 / 16"
16,17,JPN,Minatsu MITANI,0,105 - 67,"$83,742.50","44,509 / 13"
17,18,THA,Busanan ONGBUMRUNGPHAN,0,131 - 64,"$52,695.00","41,747 / 14"
18,19,THA,Porntip BURANAPRASERTSUK,0,166 - 136,"$110,945.00","40,597 / 16"
19,20,CHN,LIU Xin (F),0,116 - 42,"$138,327.50","38,800 / 7"
20,21,THA,Nitchaon JINDAPOL,0,116 - 78,"$62,185.00","38,516 / 14"
21,22,HKG,YIP Pui Yin,0,187 - 170,"$101,275.00","37,684 / 16"
22,23,TPE,PAI Yu Po,0,75 - 56,"$18,612.50","37,050 / 19"
23,24,JPN,Sayaka SATO,0,139 - 92,"$63,325.00","36,830 / 12"
24,25,ESP,Beatriz CORRALES,0,169 - 79,"$23,034.50","36,788 / 19"
25,26,TPE,HSU Ya Ching,0,72 - 60,"$23,800.00","36,200 / 16"
26,27,INA,Adrianti FIRDASARI,1,160 - 123,"$61,622.50","35,286 / 10"
27,28,INA,Maria Febe KUSUMASTUTI,6,129 - 94,"$39,289.00","34,151 / 13"
28,29,SCO,Kirsty GILMOUR,1,123 - 58,"$26,264.00","34,080 / 14"
29,30,GER,Karin SCHNAASE,-3,178 - 144,"$17,793.80","34,014 / 19"
30,31,JPN,Yui HASHIMOTO,1,76 - 36,"$61,264.00","33,430 / 12"
31,32,JPN,Kaori IMABEPPU,-1,139 - 85,"$47,729.50","33,200 / 12"
32,33,BUL,Linda ZETCHIRI,0,248 - 168,"$30,986.40","32,600 / 16"
33,34,KOR,KIM Hyo Min,-5,90 - 39,"$12,325.50","31,578 / 10"
34,35,HKG,CHEUNG Ngan Yi,1,56 - 50,"$12,845.00","30,810 / 13"
35,36,INA,Lindaweni FANETRI,2,92 - 80,"$44,522.50","30,797 / 10"
36,37,DEN,Line KJAERSFELDT,0,95 - 59,"$6,672.50","29,372 / 14"
37,38,USA,Iris WANG,2,83 - 81,"$14,125.50","29,313 / 20"
38,39,JPN,Eriko HIROSE,-4,212 - 170,"$102,757.50","29,028 / 8"
39,40,IND,P. C. Thulasi,3,61 - 52,"$12,368.50","28,354 / 10"
40,41,USA,SCHAFER Rong,9,74 - 38,"$7,557.50","28,160 / 23"
41,42,BUL,Petya NEDELCHEVA,-1,457 - 223,"$76,226.50","27,930 / 17"
42,43,SIN,Jiayuan CHEN,1,94 - 94,"$12,932.37","27,869 / 11"
43,44,IRL,Chloe MAGEE,-2,154 - 129,"$15,166.75","27,782 / 16"
44,45,SUI,Sabrina JAQUET,6,123 - 121,"$9,726.50","27,301 / 17"
45,46,CHN,HAN Li,1,69 - 37,"$79,550.00","27,180 / 7"
46,47,FRA,Sashina VIGNES WARAN,-2,156 - 99,"$13,627.00","27,057 / 15"
47,48,DEN,Anna Thea MADSEN,-9,106 - 44,"$3,800.00","26,947 / 14"
48,49,USA,Jamie SUBANDHI,3,71 - 70,"$3,837.50","26,647 / 20"
49,50,INA,Bellaetrix MANUPUTTY,-1,90 - 68,"$17,891.00","26,601 / 10"
50,51,RUS,Natalia PERMINOVA,-5,92 - 78,"$7,069.50","26,593 / 17"
51,52,TUR,Neslihan YIGIT,6,157 - 64,"$7,588.00","26,558 / 13"
52,53,JPN,Kana ITO,1,95 - 39,"$14,433.00","25,720 / 7"
53,54,RUS,Ksenia POLIKARPOVA,-6,80 - 75,"$6,390.00","25,583 / 18"
54,55,JPN,Aya OHORI,1,79 - 31,"$12,795.00","25,410 / 10"
55,56,MAS,Jing Yi TEE,4,73 - 87,"$14,033.50","25,384 / 9"
56,57,ITA,Jeanine CICOGNINI,2,167 - 122,"$16,816.25","25,230 / 14"
57,58,INA,Hana RAMADHINI,-1,68 - 36,"$7,025.50","25,220 / 11"
58,58,VIE,Thi Trang (B) VU,-5,51 - 49,"$7,478.00","25,220 / 11"
59,60,ENG,Fontaine Mica CHAPMAN,3,86 - 66,"$2,620.00","23,575 / 15"
60,61,TPE,CHENG Chi Ya,0,50 - 40,"$10,516.50","23,510 / 10"
61,62,BRA,Fabiana SILVA,2,79 - 67,"$2,790.00","23,395 / 14"
62,63,BUL,Stefani STOEVA,-8,144 - 60,"$6,522.50","23,100 / 14"
63,64,CHN,YAO Xue,2,59 - 31,"$43,770.00","23,090 / 7"
64,65,MAS,Lyddia Yi Yu CHEAH,3,95 - 103,"$17,060.50","23,010 / 12"
65,66,CAN,Rachel HONDERICH,5,26 - 22,$737.50,"22,650 / 12"
66,67,MAS,Li Lian YANG,-5,50 - 58,"$4,650.00","22,588 / 10"
67,68,INA,Ruselli HARTAWAN,4,51 - 31,"$5,695.00","21,830 / 10"
68,69,INA,Millicent WIRANTO,0,56 - 55,"$2,878.00","21,710 / 19"
69,70,BRA,Lohaynny VICENTE,7,95 - 41,"$5,417.50","21,660 / 12"
70,71,IND,Saili RANE,2,48 - 37,"$4,740.00","21,410 / 10"
71,72,EST,Kati TOLMOFF,2,177 - 102,"$5,502.60","21,277 / 12"
72,73,RUS,Olga GOLOVANOVA,-8,0 - 0,,"20,900 / 13"
73,74,NED,Soraya DE VISCH EIJBERGEN,4,0 - 0,,"20,623 / 19"
74,75,FRA,Delphine LANSAC,8,0 - 0,,"20,134 / 16"
75,76,NGR,Grace GABRIEL,3,0 - 0,,"20,130 / 13"
76,77,RUS,Evgeniya KOSETSKAYA,4,0 - 0,,"19,908 / 16"
77,78,UKR,Maria ULITINA,-3,0 - 0,,"19,710 / 11"
78,79,TUR,Ozge BAYRAK,-12,0 - 0,,"19,670 / 15"
79,80,DEN,Mette POULSEN,2,0 - 0,,"19,590 / 13"
80,81,BEL,Lianne TAN,-5,0 - 0,,"19,465 / 14"
81,82,TUR,Ebru TUNALI,2,0 - 0,,"19,220 / 14"
82,83,TPE,PAI Hsiao Ma,-13,0 - 0,,"19,214 / 8"
83,84,CZE,Zuzana PAVELKOVA,1,0 - 0,,"18,953 / 18"
84,85,MRI,Kate FOO KUNE,1,0 - 0,,"18,610 / 18"
85,86,THA,Pornpawee CHOCHUWONG,1,0 - 0,,"18,340 / 9"
86,87,CHN,HE Bingjiao,1,0 - 0,,"18,260 / 5"
87,88,PER,Daniela MACIAS,3,0 - 0,,"17,625 / 14"
88,89,IND,Tanvi LAD,3,0 - 0,,"17,480 / 8"
89,90,AUT,Elisabeth BALDAUF,3,0 - 0,,"17,461 / 14"
90,91,TPE,Chia Hsin LEE,3,0 - 0,,"17,294 / 9"
91,92,INA,Rusydina Antardayu RIODINGIN,-3,0 - 0,,"17,180 / 10"
92,93,GUA,Nikte Alejandra SOTOMAYOR,3,0 - 0,,"17,097 / 11"
93,94,MAS,Sannatasah SANIRU,-4,0 - 0,,"16,980 / 12"
