,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,IND,Saina NEHWAL,0,306 - 131,"$570,610.00","82,792 / 15"
1,2,ESP,Carolina MARIN,0,200 - 63,"$224,481.00","80,752 / 14"
2,3,TPE,TAI Tzu Ying,0,184 - 107,"$226,905.00","72,840 / 15"
3,4,CHN,WANG Shixian,0,246 - 74,"$658,775.00","72,010 / 15"
4,5,CHN,LI Xuerui,0,242 - 55,"$626,110.00","71,327 / 12"
5,6,CHN,WANG Yihan,0,337 - 81,"$738,865.50","70,588 / 17"
6,7,KOR,SUNG Ji Hyun,0,213 - 110,"$298,365.00","70,398 / 15"
7,8,THA,Ratchanok INTANON,0,218 - 102,"$295,955.00","69,687 / 17"
8,9,JPN,Nozomi OKUHARA,0,136 - 43,"$67,355.50","63,804 / 18"
9,10,JPN,Akane YAMAGUCHI,0,106 - 33,"$69,527.50","62,935 / 17"
10,11,CHN,SUN Yu,0,84 - 30,"$77,655.00","57,820 / 13"
11,12,KOR,BAE Yeon Ju,0,203 - 122,"$188,907.50","51,576 / 15"
12,13,IND,PUSARLA V. Sindhu,0,155 - 68,"$84,253.00","47,070 / 13"
13,14,JPN,Sayaka TAKAHASHI,1,133 - 61,"$65,367.00","46,260 / 17"
14,15,USA,Beiwen ZHANG,1,149 - 77,"$52,001.12","45,160 / 16"
15,16,CAN,Michelle LI,-2,201 - 79,"$46,309.50","45,067 / 17"
16,17,THA,Busanan ONGBUMRUNGPHAN,0,136 - 71,"$52,695.00","42,705 / 18"
17,18,JPN,Minatsu MITANI,0,114 - 75,"$83,742.50","41,790 / 18"
18,19,JPN,Yui HASHIMOTO,1,84 - 43,"$61,264.00","38,790 / 15"
19,20,JPN,Sayaka SATO,-1,146 - 98,"$63,325.00","38,340 / 13"
20,21,THA,Porntip BURANAPRASERTSUK,0,171 - 143,"$110,945.00","37,940 / 18"
21,22,INA,Lindaweni FANETRI,0,100 - 85,"$44,522.50","37,705 / 12"
22,23,ESP,Beatriz CORRALES,0,175 - 85,"$23,034.50","37,565 / 20"
23,24,HKG,CHEUNG Ngan Yi,0,62 - 57,"$12,845.00","36,788 / 18"
24,25,TPE,PAI Yu Po,0,82 - 64,"$18,612.50","36,670 / 21"
25,26,INA,Maria Febe KUSUMASTUTI,0,134 - 100,"$39,289.00","35,090 / 16"
26,27,SCO,Kirsty GILMOUR,3,130 - 62,"$26,264.00","34,790 / 16"
27,28,HKG,YIP Pui Yin,-1,189 - 176,"$101,275.00","34,545 / 18"
28,29,KOR,KIM Hyo Min,-1,91 - 45,"$12,325.50","34,100 / 15"
29,30,GER,Karin SCHNAASE,-1,182 - 151,"$17,793.80","33,914 / 22"
30,31,USA,Iris WANG,0,96 - 89,"$14,125.50","33,345 / 23"
31,32,TPE,HSU Ya Ching,0,75 - 68,"$23,800.00","33,200 / 20"
32,33,USA,SCHAFER Rong,1,81 - 45,"$7,557.50","31,760 / 22"
33,34,BUL,Linda ZETCHIRI,1,264 - 176,"$30,986.40","31,430 / 20"
34,35,JPN,Kaori IMABEPPU,-2,145 - 91,"$47,729.50","31,240 / 12"
35,36,DEN,Line KJAERSFELDT,1,106 - 61,"$6,672.50","30,642 / 16"
36,37,CHN,YAO Xue,-1,66 - 34,"$43,770.00","30,160 / 9"
37,38,THA,Nitchaon JINDAPOL,0,118 - 83,"$62,185.00","28,830 / 12"
38,39,IRL,Chloe MAGEE,0,163 - 135,"$15,166.75","28,612 / 15"
39,40,SUI,Sabrina JAQUET,0,132 - 127,"$9,726.50","28,181 / 20"
40,41,USA,Jamie SUBANDHI,2,76 - 77,"$3,837.50","27,705 / 20"
41,42,SIN,Jiayuan CHEN,-1,96 - 97,"$12,932.37","27,699 / 12"
42,43,MAS,Jing Yi TEE,-1,78 - 91,"$14,033.50","27,370 / 12"
43,44,JPN,Aya OHORI,0,85 - 36,"$12,795.00","26,830 / 11"
44,45,RUS,Ksenia POLIKARPOVA,0,95 - 85,"$6,390.00","26,783 / 21"
45,46,BUL,Petya NEDELCHEVA,0,468 - 228,"$76,226.50","26,430 / 18"
46,47,CHN,LIU Xin (F),0,116 - 42,"$138,327.50","26,430 / 5"
47,48,RUS,Natalia PERMINOVA,0,101 - 84,"$7,069.50","26,019 / 18"
48,49,INA,Hana RAMADHINI,0,72 - 39,"$7,025.50","25,880 / 11"
49,50,TUR,Neslihan YIGIT,2,162 - 69,"$7,588.00","25,532 / 14"
50,51,THA,Pornpawee CHOCHUWONG,13,59 - 36,"$4,277.50","25,490 / 10"
51,52,FRA,Sashina VIGNES WARAN,-1,156 - 99,"$13,627.00","24,937 / 11"
52,53,ENG,Fontaine Mica CHAPMAN,0,86 - 71,"$2,620.00","24,475 / 17"
53,54,DEN,Anna Thea MADSEN,-4,110 - 46,"$3,800.00","24,187 / 12"
54,55,TPE,CHENG Chi Ya,-1,55 - 44,"$10,516.50","23,950 / 11"
55,56,VIE,Thi Trang (B) VU,-1,57 - 52,"$7,478.00","23,792 / 12"
56,57,CZE,Kristina GAVNHOLT,3,190 - 136,"$19,863.50","23,490 / 14"
57,58,CAN,Rachel HONDERICH,-2,30 - 26,$737.50,"23,459 / 11"
58,59,THA,Supanida KATETHONG,-2,43 - 13,"$4,322.50","23,080 / 9"
59,60,TUR,Ozge BAYRAK,7,142 - 78,"$8,180.00","23,077 / 14"
60,61,BEL,Lianne TAN,-3,128 - 111,"$7,595.00","22,775 / 19"
61,62,NED,Soraya DE VISCH EIJBERGEN,9,90 - 54,"$3,675.50","22,056 / 18"
62,63,IND,Saili RANE,-1,49 - 41,"$3,762.50","21,850 / 11"
63,64,CHN,HE Bingjiao,1,58 - 12,"$32,495.00","21,490 / 5"
64,65,IND,P. C. Thulasi,1,63 - 54,"$12,458.50","21,390 / 9"
65,66,ITA,Jeanine CICOGNINI,8,182 - 131,"$17,316.25","21,307 / 18"
66,67,NGR,Grace GABRIEL,-4,105 - 70,"$4,170.00","21,136 / 17"
67,68,UKR,Maria ULITINA,-9,0 - 0,,"21,060 / 13"
68,69,MAS,Lyddia Yi Yu CHEAH,-8,0 - 0,,"21,050 / 14"
69,70,AUS,Joy LAI,13,0 - 0,,"20,969 / 12"
70,71,FRA,Delphine LANSAC,-2,0 - 0,,"20,934 / 17"
71,72,AUS,Hsuan-Yu Wendy CHEN,12,0 - 0,,"20,770 / 14"
72,73,MRI,Kate FOO KUNE,-1,0 - 0,,"20,735 / 20"
73,74,BRA,Lohaynny VICENTE,-4,0 - 0,,"20,733 / 11"
74,75,BRA,Fabiana SILVA,6,0 - 0,,"20,395 / 14"
75,76,AUT,Elisabeth BALDAUF,2,0 - 0,,"20,226 / 18"
76,77,INA,Bellaetrix MANUPUTTY,-2,0 - 0,,"20,154 / 8"
77,78,EST,Kati TOLMOFF,-10,0 - 0,,"19,977 / 15"
78,79,INA,Ruselli HARTAWAN,-3,0 - 0,,"19,970 / 11"
79,80,TUR,Ebru TUNALI,-3,0 - 0,,"19,904 / 13"
80,81,DEN,Mette POULSEN,-8,0 - 0,,"19,740 / 13"
81,82,CZE,Zuzana PAVELKOVA,0,0 - 0,,"18,889 / 19"
82,83,HUN,Laura SAROSI,2,0 - 0,,"18,830 / 18"
83,84,RUS,Evgeniya KOSETSKAYA,-4,0 - 0,,"18,810 / 14"
84,85,INA,Millicent WIRANTO,2,0 - 0,,"18,460 / 12"
85,86,RUS,Olga GOLOVANOVA,0,0 - 0,,"18,070 / 14"
86,87,FIN,Nanna VAINIO,2,0 - 0,,"18,041 / 19"
87,88,PER,Daniela MACIAS,-9,0 - 0,,"17,865 / 11"
88,89,INA,Gregoria MARISKA,2,0 - 0,,"17,490 / 8"
89,90,INA,Fitriani FITRIANI,2,0 - 0,,"17,260 / 10"
90,91,IND,Tanvi LAD,16,0 - 0,,"17,160 / 9"
91,92,INA,Dinar Dyah AYUSTINE,1,0 - 0,,"17,060 / 11"
92,93,TUR,Ebru YAZGAN,2,0 - 0,,"17,030 / 18"
93,94,KOR,Jang Mi LEE,0,0 - 0,,"16,850 / 8"
94,95,EGY,Hadia HOSNY,-5,0 - 0,,"16,772 / 16"
95,96,GER,Fabienne DEPREZ,0,0 - 0,,"16,630 / 15"
96,97,FIN,Airi MIKKELA,0,0 - 0,,"16,537 / 17"
97,98,TUR,Cemre FERE,17,0 - 0,,"16,340 / 15"
98,99,LTU,Akvile STAPUSAITYTE,4,0 - 0,,"16,098 / 14"
