,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,IND,Saina NEHWAL,0,306 - 131,"$570,610.00","82,792 / 15"
1,2,ESP,Carolina MARIN,0,200 - 63,"$224,481.00","80,752 / 14"
2,3,TPE,TAI Tzu Ying,0,184 - 107,"$226,905.00","72,840 / 15"
3,4,CHN,WANG Shixian,1,246 - 74,"$658,775.00","72,010 / 15"
4,5,CHN,LI Xuerui,-1,242 - 55,"$626,110.00","71,327 / 12"
5,6,CHN,WANG Yihan,1,337 - 81,"$738,865.50","70,588 / 17"
6,7,KOR,SUNG Ji Hyun,1,213 - 110,"$298,365.00","70,398 / 15"
7,8,THA,Ratchanok INTANON,-2,218 - 102,"$295,955.00","69,687 / 17"
8,9,JPN,Nozomi OKUHARA,0,136 - 43,"$67,355.50","63,804 / 18"
9,10,JPN,Akane YAMAGUCHI,0,106 - 33,"$69,527.50","62,935 / 17"
10,11,CHN,SUN Yu,0,84 - 30,"$77,655.00","57,820 / 13"
11,12,KOR,BAE Yeon Ju,0,203 - 122,"$188,907.50","51,576 / 15"
12,13,IND,PUSARLA V. Sindhu,0,155 - 68,"$84,253.00","47,070 / 13"
13,14,CAN,Michelle LI,0,201 - 79,"$46,309.50","46,347 / 18"
14,15,JPN,Sayaka TAKAHASHI,1,133 - 61,"$65,367.00","46,260 / 17"
15,16,USA,Beiwen ZHANG,-1,149 - 77,"$52,001.12","45,160 / 16"
16,17,THA,Busanan ONGBUMRUNGPHAN,1,136 - 71,"$52,695.00","42,705 / 18"
17,18,JPN,Minatsu MITANI,-1,114 - 75,"$83,742.50","41,790 / 18"
18,19,JPN,Sayaka SATO,0,146 - 98,"$63,325.00","38,920 / 14"
19,20,JPN,Yui HASHIMOTO,0,84 - 43,"$61,264.00","38,790 / 15"
20,21,THA,Porntip BURANAPRASERTSUK,0,171 - 143,"$110,945.00","37,940 / 18"
21,22,INA,Lindaweni FANETRI,1,100 - 85,"$44,522.50","37,705 / 12"
22,23,ESP,Beatriz CORRALES,-1,175 - 85,"$23,034.50","37,565 / 21"
23,24,HKG,CHEUNG Ngan Yi,0,62 - 57,"$12,845.00","36,788 / 18"
24,25,TPE,PAI Yu Po,0,82 - 64,"$18,612.50","36,670 / 21"
25,26,INA,Maria Febe KUSUMASTUTI,0,134 - 100,"$39,289.00","35,090 / 16"
26,27,HKG,YIP Pui Yin,0,189 - 176,"$101,275.00","34,545 / 18"
27,28,KOR,KIM Hyo Min,0,91 - 45,"$12,325.50","34,100 / 15"
28,29,GER,Karin SCHNAASE,0,180 - 150,"$17,793.80","33,914 / 21"
29,30,SCO,Kirsty GILMOUR,0,125 - 62,"$26,264.00","33,450 / 15"
30,31,USA,Iris WANG,0,96 - 89,"$14,125.50","33,345 / 23"
31,32,TPE,HSU Ya Ching,0,75 - 68,"$23,800.00","33,200 / 20"
32,33,JPN,Kaori IMABEPPU,0,145 - 91,"$47,729.50","31,840 / 13"
33,34,USA,SCHAFER Rong,0,81 - 45,"$7,557.50","31,760 / 23"
34,35,BUL,Linda ZETCHIRI,0,260 - 175,"$30,986.40","30,690 / 19"
35,36,CHN,YAO Xue,0,66 - 34,"$43,770.00","30,160 / 9"
36,37,DEN,Line KJAERSFELDT,0,103 - 60,"$6,672.50","30,062 / 15"
37,38,THA,Nitchaon JINDAPOL,0,118 - 83,"$62,185.00","28,830 / 12"
38,39,IRL,Chloe MAGEE,0,163 - 135,"$15,166.75","28,612 / 15"
39,40,SUI,Sabrina JAQUET,0,132 - 127,"$9,726.50","28,181 / 20"
40,41,SIN,Jiayuan CHEN,0,96 - 97,"$12,932.37","27,699 / 12"
41,42,MAS,Jing Yi TEE,0,78 - 91,"$14,033.50","27,370 / 12"
42,43,USA,Jamie SUBANDHI,0,76 - 77,"$3,837.50","27,105 / 20"
43,44,JPN,Aya OHORI,9,85 - 36,"$12,795.00","26,830 / 11"
44,45,RUS,Ksenia POLIKARPOVA,-1,95 - 85,"$6,390.00","26,783 / 21"
45,46,BUL,Petya NEDELCHEVA,-1,468 - 227,"$76,226.50","26,430 / 18"
46,47,CHN,LIU Xin (F),-1,116 - 42,"$138,327.50","26,430 / 5"
47,48,RUS,Natalia PERMINOVA,-1,101 - 84,"$7,069.50","26,019 / 18"
48,49,INA,Hana RAMADHINI,-1,72 - 39,"$7,025.50","25,880 / 11"
49,50,DEN,Anna Thea MADSEN,-1,110 - 45,"$3,800.00","25,617 / 12"
50,51,FRA,Sashina VIGNES WARAN,-1,156 - 99,"$13,627.00","25,467 / 12"
51,52,TUR,Neslihan YIGIT,-1,162 - 69,"$7,588.00","24,852 / 13"
52,53,ENG,Fontaine Mica CHAPMAN,-1,86 - 71,"$2,620.00","24,475 / 17"
53,54,TPE,CHENG Chi Ya,0,55 - 44,"$10,516.50","23,950 / 11"
54,55,VIE,Thi Trang (B) VU,0,57 - 52,"$7,478.00","23,792 / 12"
55,56,CAN,Rachel HONDERICH,0,30 - 26,$737.50,"23,459 / 12"
56,57,THA,Supanida KATETHONG,0,43 - 13,"$4,322.50","23,080 / 9"
57,58,BEL,Lianne TAN,0,128 - 111,"$7,595.00","22,775 / 19"
58,59,UKR,Maria ULITINA,0,111 - 63,"$5,705.50","22,260 / 13"
59,60,CZE,Kristina GAVNHOLT,0,188 - 135,"$19,863.50","22,210 / 14"
60,61,MAS,Lyddia Yi Yu CHEAH,0,99 - 109,"$17,060.50","22,050 / 15"
61,62,IND,Saili RANE,0,49 - 41,"$3,762.50","21,850 / 11"
62,63,NGR,Grace GABRIEL,1,101 - 68,"$3,970.00","21,506 / 17"
63,64,THA,Pornpawee CHOCHUWONG,1,59 - 36,"$4,277.50","21,490 / 9"
64,65,CHN,HE Bingjiao,1,58 - 12,"$32,495.00","21,490 / 5"
65,66,IND,P. C. Thulasi,1,63 - 54,"$12,458.50","21,390 / 9"
66,67,TUR,Ozge BAYRAK,-4,142 - 78,"$9,305.00","21,197 / 14"
67,68,EST,Kati TOLMOFF,0,0 - 0,,"20,977 / 15"
68,69,FRA,Delphine LANSAC,0,0 - 0,,"20,934 / 17"
69,70,BRA,Lohaynny VICENTE,0,0 - 0,,"20,733 / 11"
70,71,NED,Soraya DE VISCH EIJBERGEN,0,0 - 0,,"20,546 / 17"
71,72,MRI,Kate FOO KUNE,0,0 - 0,,"20,505 / 20"
72,73,DEN,Mette POULSEN,0,0 - 0,,"20,420 / 13"
73,74,ITA,Jeanine CICOGNINI,0,0 - 0,,"20,327 / 17"
74,75,INA,Bellaetrix MANUPUTTY,0,0 - 0,,"20,154 / 8"
75,76,INA,Ruselli HARTAWAN,0,0 - 0,,"19,970 / 11"
76,77,TUR,Ebru TUNALI,0,0 - 0,,"19,904 / 13"
77,78,AUT,Elisabeth BALDAUF,0,0 - 0,,"19,626 / 17"
78,79,PER,Daniela MACIAS,0,0 - 0,,"19,445 / 11"
79,80,RUS,Evgeniya KOSETSKAYA,0,0 - 0,,"19,410 / 15"
80,81,BRA,Fabiana SILVA,0,0 - 0,,"19,185 / 13"
81,82,CZE,Zuzana PAVELKOVA,0,0 - 0,,"19,119 / 19"
82,83,AUS,Joy LAI,5,0 - 0,,"19,089 / 12"
83,84,AUS,Hsuan-Yu Wendy CHEN,8,0 - 0,,"19,000 / 13"
84,85,HUN,Laura SAROSI,-2,0 - 0,,"18,830 / 19"
85,86,RUS,Olga GOLOVANOVA,-2,0 - 0,,"18,670 / 15"
86,87,INA,Millicent WIRANTO,-2,0 - 0,,"18,460 / 12"
87,88,JPN,Kana ITO,-2,0 - 0,,"18,390 / 6"
88,89,FIN,Nanna VAINIO,-2,0 - 0,,"18,041 / 20"
89,90,EGY,Hadia HOSNY,-1,0 - 0,,"17,532 / 16"
90,91,INA,Gregoria MARISKA,-1,0 - 0,,"17,490 / 8"
91,92,INA,Fitriani FITRIANI,-1,0 - 0,,"17,260 / 10"
92,93,INA,Dinar Dyah AYUSTINE,0,0 - 0,,"17,060 / 11"
93,94,KOR,Jang Mi LEE,15,0 - 0,,"16,850 / 8"
94,95,TUR,Ebru YAZGAN,0,0 - 0,,"16,650 / 17"
95,96,GER,Fabienne DEPREZ,0,0 - 0,,"16,630 / 14"
96,97,FIN,Airi MIKKELA,-3,0 - 0,,"16,537 / 17"
97,98,TPE,HUNG Shih Han,-1,0 - 0,,"16,060 / 13"
98,99,CHN,SHEN Yaying,0,0 - 0,,"15,740 / 6"
