,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,IND,Saina NEHWAL,0,295 - 126,"$570,610.00","80,191 / 13"
1,2,ESP,Carolina MARIN,0,188 - 61,"$224,481.00","79,578 / 15"
2,3,CHN,LI Xuerui,0,226 - 48,"$626,110.00","72,964 / 8"
3,4,CHN,WANG Shixian,0,228 - 67,"$658,775.00","72,827 / 13"
4,5,TPE,TAI Tzu Ying,0,170 - 100,"$226,905.00","70,028 / 14"
5,6,KOR,SUNG Ji Hyun,0,200 - 104,"$298,365.00","68,604 / 14"
6,7,THA,Ratchanok INTANON,0,203 - 97,"$295,955.00","63,492 / 15"
7,8,CHN,WANG Yihan,0,316 - 75,"$738,865.50","62,001 / 13"
8,9,CHN,SUN Yu,0,81 - 25,"$77,655.00","60,068 / 11"
9,10,JPN,Nozomi OKUHARA,0,121 - 37,"$67,355.50","55,830 / 13"
10,11,JPN,Akane YAMAGUCHI,0,93 - 27,"$69,527.50","53,295 / 14"
11,12,IND,PUSARLA V. Sindhu,0,149 - 61,"$84,253.00","53,255 / 11"
12,13,KOR,BAE Yeon Ju,0,192 - 115,"$188,907.50","50,823 / 14"
13,14,USA,Beiwen ZHANG,0,146 - 73,"$52,001.12","50,460 / 16"
14,15,JPN,Sayaka TAKAHASHI,0,120 - 53,"$65,367.00","47,486 / 15"
15,16,CHN,LIU Xin (F),0,116 - 41,"$138,327.50","45,800 / 8"
16,17,CAN,Michelle LI,0,187 - 72,"$46,309.50","45,311 / 16"
17,18,JPN,Minatsu MITANI,0,104 - 66,"$83,742.50","43,569 / 13"
18,19,THA,Busanan ONGBUMRUNGPHAN,0,131 - 64,"$52,695.00","42,937 / 15"
19,20,THA,Porntip BURANAPRASERTSUK,0,166 - 136,"$110,945.00","40,657 / 17"
20,21,THA,Nitchaon JINDAPOL,0,115 - 77,"$62,185.00","38,516 / 14"
21,22,HKG,YIP Pui Yin,0,186 - 169,"$101,275.00","37,684 / 16"
22,23,TPE,PAI Yu Po,0,75 - 55,"$18,612.50","37,050 / 18"
23,24,JPN,Sayaka SATO,0,139 - 92,"$63,325.00","36,830 / 12"
24,25,ESP,Beatriz CORRALES,0,169 - 79,"$23,034.50","36,788 / 20"
25,26,TPE,HSU Ya Ching,0,72 - 60,"$23,800.00","36,200 / 17"
26,27,GER,Karin SCHNAASE,0,178 - 144,"$17,793.80","35,914 / 20"
27,28,INA,Adrianti FIRDASARI,0,160 - 123,"$61,622.50","35,286 / 10"
28,29,KOR,KIM Hyo Min,0,90 - 39,"$12,325.50","34,998 / 11"
29,30,SCO,Kirsty GILMOUR,0,123 - 58,"$26,264.00","34,580 / 15"
30,31,JPN,Kaori IMABEPPU,0,139 - 85,"$47,729.50","33,720 / 13"
31,32,JPN,Yui HASHIMOTO,0,76 - 36,"$61,264.00","33,430 / 12"
32,33,BUL,Linda ZETCHIRI,0,244 - 167,"$30,986.40","32,660 / 17"
33,34,INA,Maria Febe KUSUMASTUTI,0,126 - 92,"$39,289.00","32,221 / 12"
34,35,JPN,Eriko HIROSE,0,212 - 170,"$102,757.50","31,748 / 9"
35,36,HKG,CHEUNG Ngan Yi,0,53 - 49,"$12,845.00","31,190 / 14"
36,37,DEN,Line KJAERSFELDT,0,95 - 59,"$6,672.50","31,112 / 15"
37,38,INA,Lindaweni FANETRI,0,92 - 80,"$44,522.50","30,797 / 10"
38,39,DEN,Anna Thea MADSEN,0,104 - 43,"$3,800.00","30,787 / 14"
39,40,SIN,Jiayuan CHEN,0,93 - 92,"$12,932.37","30,669 / 12"
40,41,JPN,Kana ITO,0,95 - 39,"$14,433.00","29,970 / 8"
41,42,USA,Iris WANG,0,83 - 80,"$14,125.50","29,813 / 20"
42,43,BUL,Petya NEDELCHEVA,0,457 - 223,"$76,226.50","28,450 / 18"
43,44,IRL,Chloe MAGEE,0,154 - 129,"$15,166.75","28,392 / 17"
44,45,IND,P. C. Thulasi,0,61 - 52,"$12,368.50","28,354 / 10"
45,46,FRA,Sashina VIGNES WARAN,0,156 - 99,"$13,627.00","27,577 / 16"
46,47,RUS,Natalia PERMINOVA,0,92 - 78,"$7,069.50","27,203 / 18"
47,48,CHN,HAN Li,0,69 - 37,"$79,550.00","27,180 / 7"
48,49,TPE,CHENG Chi Ya,0,50 - 40,"$10,516.50","26,880 / 12"
49,50,RUS,Ksenia POLIKARPOVA,0,80 - 75,"$6,390.00","26,633 / 19"
50,51,INA,Bellaetrix MANUPUTTY,0,90 - 68,"$17,891.00","26,601 / 10"
51,52,CHN,YAO Xue,0,59 - 30,"$43,770.00","26,320 / 7"
52,53,USA,SCHAFER Rong,0,69 - 38,"$7,557.50","26,290 / 22"
53,54,SUI,Sabrina JAQUET,0,120 - 120,"$9,726.50","26,171 / 17"
54,55,USA,Jamie SUBANDHI,0,68 - 69,"$3,837.50","26,047 / 19"
55,56,VIE,Thi Trang (B) VU,0,51 - 48,"$7,478.00","25,830 / 11"
56,57,BUL,Stefani STOEVA,0,144 - 60,"$6,522.50","25,660 / 15"
57,58,JPN,Aya OHORI,0,76 - 30,"$12,795.00","25,410 / 10"
58,59,INA,Hana RAMADHINI,0,68 - 36,"$7,025.50","25,220 / 11"
59,60,TPE,PAI Hsiao Ma,0,162 - 127,"$43,567.50","24,684 / 10"
60,61,TUR,Neslihan YIGIT,0,153 - 63,"$7,588.00","24,678 / 12"
61,62,ITA,Jeanine CICOGNINI,0,165 - 121,"$16,816.25","24,550 / 13"
62,63,MAS,Jing Yi TEE,0,72 - 86,"$14,033.50","24,504 / 9"
63,64,INA,Millicent WIRANTO,0,56 - 55,"$2,878.00","23,770 / 21"
64,65,MAS,Li Lian YANG,0,50 - 58,"$4,650.00","23,738 / 11"
65,66,ENG,Fontaine Mica CHAPMAN,0,81 - 66,"$2,620.00","23,725 / 16"
66,67,BRA,Fabiana SILVA,0,79 - 65,"$2,790.00","23,395 / 13"
67,68,RUS,Olga GOLOVANOVA,0,156 - 93,"$8,007.40","23,230 / 14"
68,69,TUR,Ozge BAYRAK,0,132 - 73,"$8,180.00","23,050 / 15"
69,70,MAS,Lyddia Yi Yu CHEAH,0,95 - 103,"$17,060.50","23,010 / 12"
70,71,CAN,Rachel HONDERICH,0,25 - 21,$737.50,"21,864 / 11"
71,72,INA,Ruselli HARTAWAN,0,51 - 30,"$5,695.00","21,830 / 10"
72,73,IND,Saili RANE,0,48 - 37,"$4,740.00","21,410 / 10"
73,74,EST,Kati TOLMOFF,0,177 - 102,"$5,502.60","21,277 / 12"
74,75,NED,Soraya DE VISCH EIJBERGEN,0,0 - 0,,"20,993 / 20"
75,76,UKR,Maria ULITINA,0,0 - 0,,"20,830 / 12"
76,77,BRA,Lohaynny VICENTE,0,0 - 0,,"20,660 / 11"
77,78,NGR,Grace GABRIEL,0,0 - 0,,"20,419 / 15"
78,79,CZE,Kristina GAVNHOLT,0,0 - 0,,"20,020 / 11"
79,80,RUS,Evgeniya KOSETSKAYA,0,0 - 0,,"19,908 / 16"
80,81,BEL,Lianne TAN,0,0 - 0,,"19,685 / 15"
81,82,FRA,Delphine LANSAC,0,0 - 0,,"19,684 / 16"
82,83,MAS,Sannatasah SANIRU,0,0 - 0,,"19,640 / 14"
83,84,TUR,Ebru TUNALI,0,0 - 0,,"19,220 / 14"
84,85,DEN,Mette POULSEN,0,0 - 0,,"19,210 / 12"
85,86,MRI,Kate FOO KUNE,0,0 - 0,,"18,610 / 19"
86,87,CZE,Zuzana PAVELKOVA,0,0 - 0,,"18,573 / 18"
87,88,INA,Rusydina Antardayu RIODINGIN,0,0 - 0,,"18,030 / 11"
88,89,JPN,Ayumi MINE,0,0 - 0,,"17,680 / 7"
89,90,PER,Daniela MACIAS,0,0 - 0,,"17,625 / 13"
90,91,IND,Tanvi LAD,0,0 - 0,,"17,480 / 8"
91,92,AUT,Elisabeth BALDAUF,0,0 - 0,,"17,461 / 14"
92,93,GUA,Nikte Alejandra SOTOMAYOR,0,0 - 0,,"16,867 / 10"
93,94,GER,Fabienne DEPREZ,0,0 - 0,,"16,860 / 14"
94,95,PER,Danica NISHIMURA,0,0 - 0,,"16,733 / 14"
95,96,SIN,Xiaoyu LIANG,0,0 - 0,,"16,445 / 11"
96,97,TPE,HUNG Shih Han,0,0 - 0,,"15,910 / 12"
97,98,TPE,CHIANG Mei Hui,0,0 - 0,,"15,910 / 10"
98,99,PER,Luz Maria ZORNOZA,0,0 - 0,,"15,720 / 13"
99,100,DEN,Sandra-Maria JENSEN,0,0 - 0,,"15,653 / 13"
100,101,TPE,Chia Hsin LEE,0,0 - 0,,"15,624 / 8"
101,102,POL,Anna NAREL,0,0 - 0,,"15,493 / 12"
102,103,FIN,Nanna VAINIO,0,0 - 0,,"15,481 / 17"
103,104,SVK,Jana CIZNAROVA,0,0 - 0,,"15,471 / 15"
104,105,RUS,Elena KOMENDROVSKAJA,0,0 - 0,,"15,360 / 14"
105,106,LTU,Akvile STAPUSAITYTE,0,0 - 0,,"15,318 / 12"
106,107,MAS,Yin Fun LIM,0,0 - 0,,"15,034 / 11"
107,108,UGA,Bridget Shamim BANGI,0,0 - 0,,"14,990 / 12"
108,109,KOR,Jang Mi LEE,0,0 - 0,,"14,990 / 6"
109,110,TUR,Ebru YAZGAN,0,0 - 0,,"14,770 / 16"
110,111,AUS,Joy LAI,0,0 - 0,,"14,542 / 8"
111,112,THA,Pornpawee CHOCHUWONG,0,0 - 0,,"14,490 / 8"
112,113,HUN,Laura SAROSI,0,0 - 0,,"14,340 / 15"
113,114,MEX,Mariana UGALDE,0,0 - 0,,"13,993 / 8"
114,115,INA,Dinar Dyah AYUSTINE,0,0 - 0,,"13,970 / 9"
115,116,THA,Supanida KATETHONG,0,0 - 0,,"13,940 / 6"
116,117,BLR,Alesia ZAITSAVA,0,0 - 0,,"13,734 / 15"
117,118,FRA,Perrine LE BUHANIC,0,0 - 0,,"13,711 / 13"
