,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,ESP,Carolina MARIN,0,210 - 65,"$224,481.00","86,762 / 14"
1,2,IND,Saina NEHWAL,0,313 - 134,"$570,610.00","80,132 / 15"
2,3,TPE,TAI Tzu Ying,0,190 - 110,"$226,905.00","75,370 / 16"
3,4,CHN,LI Xuerui,3,254 - 56,"$626,110.00","74,767 / 13"
4,5,KOR,SUNG Ji Hyun,-1,223 - 114,"$298,365.00","74,088 / 18"
5,6,CHN,WANG Shixian,0,255 - 77,"$658,775.00","70,610 / 15"
6,7,CHN,WANG Yihan,1,343 - 84,"$738,865.50","68,568 / 17"
7,8,THA,Ratchanok INTANON,-3,227 - 106,"$295,955.00","68,537 / 18"
8,9,JPN,Nozomi OKUHARA,1,143 - 47,"$67,355.50","64,354 / 21"
9,10,JPN,Akane YAMAGUCHI,-1,112 - 36,"$69,527.50","60,445 / 18"
10,11,CHN,SUN Yu,0,91 - 34,"$77,655.00","55,620 / 16"
11,12,IND,PUSARLA V. Sindhu,1,160 - 71,"$84,253.00","52,030 / 14"
12,13,KOR,BAE Yeon Ju,-1,207 - 127,"$188,907.50","48,776 / 18"
13,14,CAN,Michelle LI,0,204 - 82,"$46,309.50","47,817 / 17"
14,15,JPN,Sayaka TAKAHASHI,0,133 - 62,"$65,367.00","45,540 / 15"
15,16,THA,Busanan ONGBUMRUNGPHAN,0,141 - 75,"$52,695.00","44,335 / 20"
16,17,JPN,Minatsu MITANI,0,118 - 78,"$83,742.50","44,240 / 18"
17,18,JPN,Yui HASHIMOTO,1,86 - 46,"$61,264.00","42,990 / 18"
18,19,JPN,Sayaka SATO,-1,153 - 100,"$63,325.00","42,490 / 14"
19,20,SCO,Kirsty GILMOUR,0,139 - 65,"$26,264.00","39,647 / 17"
20,21,HKG,CHEUNG Ngan Yi,0,63 - 59,"$12,845.00","38,308 / 18"
21,22,INA,Maria Febe KUSUMASTUTI,1,138 - 105,"$39,289.00","37,630 / 18"
22,23,ESP,Beatriz CORRALES,-1,179 - 88,"$23,034.50","37,415 / 19"
23,24,THA,Porntip BURANAPRASERTSUK,0,173 - 147,"$110,945.00","37,060 / 19"
24,25,KOR,KIM Hyo Min,0,96 - 47,"$12,325.50","36,620 / 16"
25,26,INA,Lindaweni FANETRI,0,100 - 88,"$44,522.50","36,515 / 13"
26,27,USA,Beiwen ZHANG,0,149 - 78,"$52,001.12","36,360 / 12"
27,28,TPE,PAI Yu Po,0,83 - 68,"$18,612.50","36,310 / 21"
28,29,GER,Karin SCHNAASE,0,186 - 155,"$17,793.80","34,624 / 23"
29,30,MAS,Jing Yi TEE,4,85 - 95,"$14,033.50","34,570 / 15"
30,31,THA,Nitchaon JINDAPOL,0,133 - 86,"$62,185.00","34,140 / 18"
31,32,TPE,HSU Ya Ching,0,81 - 73,"$23,800.00","33,230 / 22"
32,33,HKG,YIP Pui Yin,0,190 - 179,"$101,275.00","33,165 / 18"
33,34,USA,Iris WANG,-4,100 - 94,"$14,125.50","32,495 / 25"
34,35,DEN,Line KJAERSFELDT,0,111 - 65,"$6,672.50","32,362 / 17"
35,36,USA,SCHAFER Rong,2,85 - 51,"$7,557.50","31,840 / 24"
36,37,BUL,Linda ZETCHIRI,-1,266 - 178,"$30,986.40","31,660 / 19"
37,38,JPN,Kaori IMABEPPU,-1,150 - 94,"$47,729.50","31,660 / 13"
38,39,THA,Pornpawee CHOCHUWONG,2,63 - 37,"$4,277.50","29,020 / 11"
39,40,SIN,Jiayuan CHEN,0,99 - 99,"$12,932.37","27,549 / 13"
40,41,TUR,Neslihan YIGIT,1,167 - 72,"$7,588.00","27,412 / 15"
41,42,CZE,Kristina GAVNHOLT,2,194 - 138,"$19,863.50","27,030 / 16"
42,43,SUI,Sabrina JAQUET,3,134 - 131,"$9,726.50","26,232 / 19"
43,44,USA,Jamie SUBANDHI,-1,76 - 78,"$3,837.50","26,115 / 18"
44,45,CHN,YAO Xue,-6,66 - 34,"$43,770.00","25,840 / 8"
45,46,BUL,Petya NEDELCHEVA,2,470 - 230,"$76,226.50","25,720 / 18"
46,47,TUR,Ozge BAYRAK,2,147 - 80,"$8,180.00","25,557 / 15"
47,48,GER,Olga KONON,3,187 - 89,"$21,811.50","25,280 / 12"
48,49,SIN,Xiaoyu LIANG,15,77 - 55,"$2,140.00","25,186 / 13"
49,50,RUS,Ksenia POLIKARPOVA,2,100 - 90,"$6,390.00","25,123 / 22"
50,51,JPN,Aya OHORI,-6,85 - 37,"$12,795.00","25,070 / 10"
51,52,IND,Saili RANE,1,56 - 44,"$3,762.50","24,940 / 12"
52,53,DEN,Anna Thea MADSEN,1,113 - 50,"$3,800.00","24,927 / 13"
53,54,VIE,Thi Trang (B) VU,1,65 - 56,"$7,478.00","24,902 / 13"
54,55,THA,Supanida KATETHONG,1,45 - 15,"$4,322.50","24,750 / 10"
55,56,IRL,Chloe MAGEE,-6,167 - 139,"$15,166.75","24,013 / 14"
