,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,ESP,Carolina MARIN,0,228 - 72,"$304,981.00","91,192 / 15"
1,2,IND,Saina NEHWAL,0,318 - 137,"$601,135.00","78,482 / 14"
2,3,CHN,LI Xuerui,0,261 - 58,"$729,010.00","74,767 / 14"
3,4,CHN,WANG Yihan,4,353 - 88,"$798,953.00","72,238 / 17"
4,5,THA,Ratchanok INTANON,2,238 - 109,"$326,757.50","71,707 / 18"
5,6,CHN,WANG Shixian,0,257 - 80,"$683,275.00","70,610 / 14"
6,7,JPN,Nozomi OKUHARA,2,155 - 50,"$173,250.50","70,314 / 22"
7,8,KOR,SUNG Ji Hyun,-4,230 - 119,"$314,090.00","69,778 / 19"
8,9,TPE,TAI Tzu Ying,-4,199 - 114,"$239,467.50","65,250 / 16"
9,10,JPN,Akane YAMAGUCHI,0,118 - 40,"$86,217.50","56,925 / 18"
10,11,CHN,SUN Yu,0,91 - 36,"$82,215.00","53,380 / 15"
11,12,IND,PUSARLA V. Sindhu,0,174 - 75,"$121,123.00","52,280 / 15"
12,13,CAN,Michelle LI,1,216 - 85,"$52,834.50","46,687 / 17"
13,14,KOR,BAE Yeon Ju,-1,212 - 132,"$192,505.00","46,576 / 20"
14,15,JPN,Sayaka TAKAHASHI,0,134 - 63,"$65,367.00","45,540 / 14"
15,16,JPN,Minatsu MITANI,0,127 - 82,"$97,565.00","45,400 / 20"
16,17,JPN,Yui HASHIMOTO,0,88 - 48,"$66,709.00","44,180 / 19"
17,18,JPN,Sayaka SATO,0,158 - 102,"$76,107.50","43,660 / 15"
18,19,SCO,Kirsty GILMOUR,1,172 - 72,"$32,766.50","42,437 / 18"
19,20,THA,Busanan ONGBUMRUNGPHAN,-1,142 - 79,"$57,430.00","42,155 / 20"
20,21,INA,Maria Febe KUSUMASTUTI,0,142 - 108,"$43,604.00","40,200 / 20"
21,22,TPE,PAI Yu Po,3,91 - 71,"$25,382.50","39,770 / 22"
22,23,THA,Porntip BURANAPRASERTSUK,0,177 - 149,"$113,765.00","38,810 / 20"
23,24,HKG,CHEUNG Ngan Yi,-2,67 - 61,"$16,765.00","38,808 / 18"
24,25,INA,Lindaweni FANETRI,-1,104 - 91,"$45,662.50","38,145 / 15"
25,26,KOR,KIM Hyo Min,1,99 - 49,"$16,385.50","35,570 / 17"
26,27,THA,Nitchaon JINDAPOL,4,138 - 90,"$66,650.50","35,270 / 18"
27,28,GER,Karin SCHNAASE,0,211 - 168,"$18,494.30","34,994 / 25"
28,29,DEN,Line KJAERSFELDT,0,130 - 74,"$13,335.00","34,602 / 18"
29,30,HKG,YIP Pui Yin,0,193 - 182,"$102,500.00","34,545 / 19"
30,31,USA,Iris WANG,2,109 - 99,"$15,085.50","33,545 / 26"
31,32,MAS,Jing Yi TEE,5,99 - 104,"$18,856.00","33,430 / 17"
32,33,ESP,Beatriz CORRALES,-1,194 - 96,"$24,479.50","33,285 / 18"
33,34,TPE,HSU Ya Ching,0,81 - 75,"$24,220.00","33,170 / 22"
34,35,USA,Beiwen ZHANG,-9,156 - 80,"$53,846.12","33,160 / 12"
35,36,JPN,Kaori IMABEPPU,-1,151 - 95,"$50,637.00","33,060 / 14"
36,37,USA,SCHAFER Rong,-1,98 - 59,"$8,180.00","32,670 / 26"
37,38,THA,Pornpawee CHOCHUWONG,2,79 - 41,"$5,492.50","32,180 / 12"
38,39,BUL,Linda ZETCHIRI,-1,293 - 190,"$31,988.40","31,060 / 21"
39,40,GER,Olga KONON,3,222 - 94,"$25,408.00","30,230 / 15"
40,41,CZE,Kristina GAVNHOLT,0,212 - 152,"$21,806.00","29,950 / 19"
41,42,CHN,HE Bingjiao,-3,76 - 15,"$43,235.00","29,620 / 6"
