,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,IND,Saina NEHWAL,0,306 - 131,"$570,610.00","82,792 / 15"
1,2,ESP,Carolina MARIN,0,200 - 63,"$224,481.00","80,752 / 14"
2,3,TPE,TAI Tzu Ying,0,182 - 106,"$226,905.00","72,120 / 14"
3,4,CHN,LI Xuerui,0,240 - 54,"$626,110.00","70,607 / 11"
4,5,CHN,WANG Shixian,2,243 - 73,"$658,775.00","69,910 / 14"
5,6,THA,Ratchanok INTANON,-1,218 - 101,"$295,955.00","69,687 / 16"
6,7,CHN,WANG Yihan,-1,333 - 80,"$738,865.50","68,838 / 16"
7,8,KOR,SUNG Ji Hyun,0,208 - 110,"$298,365.00","64,798 / 14"
8,9,JPN,Nozomi OKUHARA,0,134 - 42,"$67,355.50","63,664 / 17"
9,10,JPN,Akane YAMAGUCHI,0,103 - 32,"$69,527.50","61,415 / 16"
10,11,CHN,SUN Yu,0,83 - 29,"$77,655.00","56,880 / 12"
11,12,KOR,BAE Yeon Ju,0,202 - 121,"$188,907.50","51,576 / 14"
12,13,IND,PUSARLA V. Sindhu,1,154 - 67,"$84,253.00","45,690 / 12"
13,14,CAN,Michelle LI,-1,200 - 78,"$46,309.50","45,467 / 17"
14,15,USA,Beiwen ZHANG,0,149 - 76,"$52,001.12","45,160 / 15"
15,16,JPN,Sayaka TAKAHASHI,0,131 - 60,"$65,367.00","44,820 / 16"
16,17,JPN,Minatsu MITANI,1,114 - 74,"$83,742.50","41,790 / 17"
17,18,THA,Busanan ONGBUMRUNGPHAN,-1,135 - 70,"$52,695.00","41,765 / 17"
18,19,JPN,Sayaka SATO,0,146 - 97,"$63,325.00","38,920 / 13"
19,20,JPN,Yui HASHIMOTO,0,84 - 42,"$61,264.00","38,790 / 14"
20,21,THA,Porntip BURANAPRASERTSUK,0,171 - 142,"$110,945.00","37,940 / 17"
21,22,ESP,Beatriz CORRALES,1,175 - 85,"$23,034.50","37,565 / 21"
22,23,INA,Lindaweni FANETRI,1,100 - 84,"$44,522.50","37,155 / 11"
23,24,HKG,CHEUNG Ngan Yi,1,62 - 56,"$12,845.00","36,788 / 17"
24,25,TPE,PAI Yu Po,1,82 - 63,"$18,612.50","36,670 / 20"
25,26,INA,Maria Febe KUSUMASTUTI,-4,134 - 99,"$39,289.00","34,980 / 15"
26,27,HKG,YIP Pui Yin,1,189 - 175,"$101,275.00","34,545 / 17"
27,28,KOR,KIM Hyo Min,1,91 - 44,"$12,325.50","34,100 / 14"
28,29,GER,Karin SCHNAASE,-2,180 - 150,"$17,793.80","33,914 / 21"
29,30,SCO,Kirsty GILMOUR,1,125 - 62,"$26,264.00","33,450 / 15"
30,31,USA,Iris WANG,-1,96 - 88,"$14,125.50","33,345 / 22"
31,32,TPE,HSU Ya Ching,0,74 - 67,"$23,800.00","31,820 / 19"
32,33,JPN,Kaori IMABEPPU,3,145 - 90,"$47,729.50","31,820 / 12"
33,34,USA,SCHAFER Rong,-1,81 - 45,"$7,557.50","31,760 / 23"
34,35,BUL,Linda ZETCHIRI,-1,260 - 175,"$30,986.40","30,690 / 19"
35,36,CHN,YAO Xue,-1,66 - 34,"$43,770.00","30,160 / 9"
36,37,DEN,Line KJAERSFELDT,1,103 - 60,"$6,672.50","30,062 / 15"
37,38,THA,Nitchaon JINDAPOL,1,118 - 83,"$62,185.00","28,830 / 12"
38,39,IRL,Chloe MAGEE,1,163 - 135,"$15,166.75","28,612 / 15"
39,40,SUI,Sabrina JAQUET,1,132 - 127,"$9,726.50","28,181 / 20"
40,41,SIN,Jiayuan CHEN,-4,96 - 97,"$12,932.37","27,699 / 12"
41,42,MAS,Jing Yi TEE,0,78 - 91,"$14,033.50","27,370 / 12"
42,43,USA,Jamie SUBANDHI,0,76 - 76,"$3,837.50","27,105 / 19"
43,44,RUS,Ksenia POLIKARPOVA,0,95 - 85,"$6,390.00","26,783 / 21"
44,45,BUL,Petya NEDELCHEVA,1,468 - 227,"$76,226.50","26,430 / 18"
45,46,CHN,LIU Xin (F),1,116 - 42,"$138,327.50","26,430 / 5"
46,47,RUS,Natalia PERMINOVA,1,101 - 84,"$7,069.50","26,019 / 18"
47,48,INA,Hana RAMADHINI,1,72 - 39,"$7,025.50","25,880 / 11"
48,49,DEN,Anna Thea MADSEN,1,110 - 45,"$3,800.00","25,617 / 12"
49,50,FRA,Sashina VIGNES WARAN,-5,156 - 99,"$13,627.00","25,467 / 12"
50,51,TUR,Neslihan YIGIT,1,162 - 69,"$7,588.00","24,852 / 13"
51,52,ENG,Fontaine Mica CHAPMAN,1,86 - 71,"$2,620.00","24,555 / 18"
52,53,JPN,Aya OHORI,5,83 - 35,"$12,795.00","24,110 / 10"
53,54,TPE,CHENG Chi Ya,0,55 - 44,"$10,516.50","23,950 / 11"
54,55,VIE,Thi Trang (B) VU,0,57 - 52,"$7,478.00","23,792 / 12"
55,56,CAN,Rachel HONDERICH,1,30 - 26,$737.50,"23,459 / 12"
56,57,THA,Supanida KATETHONG,3,43 - 13,"$4,322.50","23,080 / 9"
57,58,BEL,Lianne TAN,3,128 - 111,"$7,595.00","22,775 / 19"
58,59,UKR,Maria ULITINA,3,111 - 63,"$5,705.50","22,260 / 14"
59,60,CZE,Kristina GAVNHOLT,5,188 - 135,"$19,863.50","22,210 / 14"
60,61,MAS,Lyddia Yi Yu CHEAH,-5,99 - 109,"$17,060.50","22,050 / 15"
61,62,IND,Saili RANE,1,49 - 41,"$3,762.50","21,850 / 11"
62,63,TUR,Ozge BAYRAK,1,142 - 78,"$8,180.00","21,807 / 15"
63,64,NGR,Grace GABRIEL,15,101 - 68,"$3,970.00","21,506 / 17"
64,65,THA,Pornpawee CHOCHUWONG,-6,59 - 36,"$4,277.50","21,490 / 9"
65,66,CHN,HE Bingjiao,1,58 - 12,"$32,495.00","21,490 / 5"
66,67,IND,P. C. Thulasi,1,63 - 54,"$12,458.50","21,390 / 9"
67,68,EST,Kati TOLMOFF,2,0 - 0,,"20,977 / 15"
68,69,FRA,Delphine LANSAC,2,0 - 0,,"20,934 / 17"
69,70,BRA,Lohaynny VICENTE,11,0 - 0,,"20,733 / 11"
70,71,NED,Soraya DE VISCH EIJBERGEN,5,0 - 0,,"20,546 / 17"
71,72,MRI,Kate FOO KUNE,18,0 - 0,,"20,505 / 20"
72,73,DEN,Mette POULSEN,-1,0 - 0,,"20,420 / 13"
73,74,ITA,Jeanine CICOGNINI,0,0 - 0,,"20,327 / 17"
74,75,INA,Bellaetrix MANUPUTTY,-2,0 - 0,,"20,154 / 8"
75,76,INA,Ruselli HARTAWAN,-25,0 - 0,,"19,970 / 11"
76,77,TUR,Ebru TUNALI,-2,0 - 0,,"19,904 / 14"
77,78,AUT,Elisabeth BALDAUF,-1,0 - 0,,"19,626 / 17"
78,79,PER,Daniela MACIAS,1,0 - 0,,"19,445 / 11"
79,80,RUS,Evgeniya KOSETSKAYA,-11,0 - 0,,"19,410 / 15"
80,81,BRA,Fabiana SILVA,6,0 - 0,,"19,185 / 13"
81,82,CZE,Zuzana PAVELKOVA,1,0 - 0,,"19,119 / 20"
82,83,HUN,Laura SAROSI,1,0 - 0,,"18,830 / 20"
83,84,RUS,Olga GOLOVANOVA,4,0 - 0,,"18,670 / 15"
84,85,INA,Millicent WIRANTO,1,0 - 0,,"18,460 / 12"
85,86,JPN,Kana ITO,11,0 - 0,,"18,390 / 6"
86,87,FIN,Nanna VAINIO,2,0 - 0,,"18,041 / 20"
87,88,AUS,Joy LAI,-3,0 - 0,,"17,769 / 11"
88,89,EGY,Hadia HOSNY,16,0 - 0,,"17,532 / 16"
89,90,INA,Gregoria MARISKA,-8,0 - 0,,"17,490 / 8"
90,91,INA,Fitriani FITRIANI,-13,0 - 0,,"17,260 / 10"
91,92,AUS,Hsuan-Yu Wendy CHEN,7,0 - 0,,"17,190 / 12"
92,93,INA,Dinar Dyah AYUSTINE,-2,0 - 0,,"17,060 / 11"
93,94,FIN,Airi MIKKELA,8,0 - 0,,"16,987 / 18"
94,95,TUR,Ebru YAZGAN,-1,0 - 0,,"16,650 / 18"
95,96,GER,Fabienne DEPREZ,-1,0 - 0,,"16,630 / 15"
96,97,TPE,HUNG Shih Han,1,0 - 0,,"16,060 / 13"
97,98,SUI,Nicole SCHALLER,2,0 - 0,,"16,040 / 12"
98,99,CHN,SHEN Yaying,4,0 - 0,,"15,740 / 6"
