,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,ESP,Carolina MARIN,0,193 - 62,"$224,481.00","80,612 / 13"
1,2,IND,Saina NEHWAL,0,301 - 129,"$570,610.00","79,192 / 14"
2,3,THA,Ratchanok INTANON,2,213 - 98,"$295,955.00","69,587 / 14"
3,4,CHN,LI Xuerui,-1,233 - 51,"$626,110.00","69,337 / 9"
4,5,TPE,TAI Tzu Ying,-1,174 - 103,"$226,905.00","67,840 / 13"
5,6,CHN,WANG Shixian,1,236 - 70,"$658,775.00","67,810 / 12"
6,7,KOR,SUNG Ji Hyun,-1,205 - 107,"$298,365.00","66,398 / 13"
7,8,CHN,WANG Yihan,0,324 - 78,"$738,865.50","66,328 / 14"
8,9,JPN,Akane YAMAGUCHI,0,99 - 31,"$69,527.50","57,355 / 14"
9,10,JPN,Nozomi OKUHARA,0,127 - 40,"$67,355.50","56,964 / 16"
10,11,CHN,SUN Yu,0,82 - 27,"$77,655.00","56,380 / 10"
11,12,KOR,BAE Yeon Ju,0,198 - 118,"$188,907.50","51,576 / 13"
12,13,USA,Beiwen ZHANG,0,148 - 75,"$52,001.12","50,460 / 15"
13,14,IND,PUSARLA V. Sindhu,0,151 - 64,"$84,253.00","46,990 / 10"
14,15,CAN,Michelle LI,0,194 - 76,"$46,309.50","46,747 / 17"
15,16,JPN,Minatsu MITANI,1,112 - 71,"$83,742.50","44,650 / 13"
16,17,JPN,Sayaka TAKAHASHI,-1,128 - 57,"$65,367.00","42,330 / 12"
17,18,THA,Busanan ONGBUMRUNGPHAN,0,133 - 66,"$52,695.00","39,625 / 13"
18,19,INA,Maria Febe KUSUMASTUTI,2,134 - 96,"$39,289.00","38,580 / 13"
19,20,TPE,PAI Yu Po,3,79 - 60,"$18,612.50","37,930 / 19"
20,21,TPE,HSU Ya Ching,3,74 - 64,"$23,800.00","37,860 / 18"
21,22,ESP,Beatriz CORRALES,3,175 - 83,"$23,034.50","37,765 / 21"
22,23,JPN,Yui HASHIMOTO,-1,84 - 40,"$61,264.00","37,740 / 12"
23,24,HKG,CHEUNG Ngan Yi,4,61 - 53,"$12,845.00","36,948 / 16"
24,25,HKG,YIP Pui Yin,-6,188 - 172,"$101,275.00","36,785 / 16"
25,26,JPN,Sayaka SATO,1,144 - 95,"$63,325.00","35,450 / 12"
26,27,THA,Porntip BURANAPRASERTSUK,-1,166 - 138,"$110,945.00","35,370 / 14"
27,28,GER,Karin SCHNAASE,1,180 - 148,"$17,793.80","35,334 / 21"
28,29,INA,Lindaweni FANETRI,1,96 - 81,"$44,522.50","33,555 / 10"
29,30,KOR,KIM Hyo Min,1,90 - 41,"$12,325.50","33,490 / 11"
30,31,JPN,Kaori IMABEPPU,1,144 - 88,"$47,729.50","33,200 / 12"
31,32,BUL,Linda ZETCHIRI,1,255 - 171,"$30,986.40","32,740 / 18"
32,33,CHN,LIU Xin (F),-13,116 - 42,"$138,327.50","32,380 / 6"
33,34,USA,Iris WANG,0,90 - 84,"$14,125.50","31,125 / 21"
34,35,SCO,Kirsty GILMOUR,0,125 - 61,"$26,264.00","30,640 / 13"
35,36,DEN,Line KJAERSFELDT,1,102 - 59,"$6,672.50","29,372 / 14"
36,37,SUI,Sabrina JAQUET,2,129 - 125,"$9,726.50","29,031 / 20"
37,38,USA,SCHAFER Rong,2,75 - 41,"$7,557.50","28,620 / 22"
38,39,BUL,Petya NEDELCHEVA,2,465 - 225,"$76,226.50","28,530 / 18"
39,40,INA,Adrianti FIRDASARI,2,160 - 124,"$61,622.50","28,430 / 8"
40,41,THA,Nitchaon JINDAPOL,-5,116 - 80,"$62,185.00","27,780 / 12"
41,42,JPN,Aya OHORI,1,82 - 33,"$12,795.00","27,660 / 9"
42,43,SIN,Jiayuan CHEN,1,94 - 94,"$12,932.37","27,489 / 11"
43,44,TUR,Neslihan YIGIT,1,160 - 66,"$7,588.00","27,192 / 13"
44,45,CHN,YAO Xue,-7,64 - 33,"$43,770.00","27,130 / 8"
45,46,DEN,Anna Thea MADSEN,0,110 - 45,"$3,800.00","26,947 / 13"
46,47,VIE,Thi Trang (B) VU,0,51 - 49,"$7,478.00","26,872 / 12"
47,48,IRL,Chloe MAGEE,0,157 - 132,"$15,166.75","26,792 / 16"
48,49,FRA,Sashina VIGNES WARAN,0,156 - 99,"$13,627.00","26,597 / 14"
49,50,RUS,Natalia PERMINOVA,0,97 - 81,"$7,069.50","26,509 / 19"
50,51,USA,Jamie SUBANDHI,1,71 - 74,"$3,837.50","26,185 / 20"
51,52,RUS,Ksenia POLIKARPOVA,-1,89 - 80,"$6,390.00","26,093 / 19"
52,53,INA,Hana RAMADHINI,1,68 - 37,"$7,025.50","24,820 / 11"
53,54,INA,Ruselli HARTAWAN,1,53 - 32,"$5,695.00","24,780 / 11"
54,55,ENG,Fontaine Mica CHAPMAN,1,86 - 69,"$2,620.00","24,555 / 17"
55,56,CAN,Rachel HONDERICH,2,26 - 24,$737.50,"24,229 / 12"
56,57,CHN,HE Bingjiao,2,58 - 12,"$32,495.00","24,210 / 6"
57,58,MAS,Lyddia Yi Yu CHEAH,2,98 - 105,"$17,060.50","23,560 / 14"
