,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,IND,Saina NEHWAL,0,306 - 131,"$570,610.00","82,792 / 15"
1,2,ESP,Carolina MARIN,0,200 - 63,"$224,481.00","80,752 / 14"
2,3,KOR,SUNG Ji Hyun,0,218 - 110,"$298,365.00","73,078 / 16"
3,4,TPE,TAI Tzu Ying,0,184 - 107,"$226,905.00","72,840 / 15"
4,5,CHN,WANG Shixian,0,246 - 74,"$658,775.00","72,010 / 15"
5,6,CHN,LI Xuerui,0,242 - 55,"$626,110.00","71,327 / 12"
6,7,CHN,WANG Yihan,0,337 - 81,"$738,865.50","70,588 / 17"
7,8,THA,Ratchanok INTANON,0,221 - 103,"$295,955.00","69,687 / 18"
8,9,JPN,Nozomi OKUHARA,0,136 - 43,"$67,355.50","63,804 / 18"
9,10,JPN,Akane YAMAGUCHI,0,106 - 33,"$69,527.50","62,935 / 17"
10,11,CHN,SUN Yu,0,87 - 31,"$77,655.00","60,000 / 14"
11,12,KOR,BAE Yeon Ju,0,203 - 123,"$188,907.50","51,576 / 16"
12,13,IND,PUSARLA V. Sindhu,0,155 - 68,"$84,253.00","47,070 / 13"
13,14,JPN,Sayaka TAKAHASHI,0,133 - 61,"$65,367.00","46,260 / 17"
14,15,CAN,Michelle LI,1,201 - 79,"$46,309.50","45,067 / 17"
15,16,USA,Beiwen ZHANG,-1,149 - 77,"$52,001.12","43,260 / 15"
16,17,THA,Busanan ONGBUMRUNGPHAN,0,137 - 72,"$52,695.00","42,705 / 19"
17,18,JPN,Minatsu MITANI,0,114 - 75,"$83,742.50","41,790 / 18"
18,19,JPN,Sayaka SATO,0,148 - 99,"$63,325.00","39,970 / 14"
19,20,JPN,Yui HASHIMOTO,0,84 - 43,"$61,264.00","38,790 / 15"
20,21,THA,Porntip BURANAPRASERTSUK,0,172 - 144,"$110,945.00","37,940 / 19"
21,22,INA,Lindaweni FANETRI,0,100 - 85,"$44,522.50","37,705 / 12"
22,23,SCO,Kirsty GILMOUR,3,135 - 62,"$26,264.00","37,630 / 17"
23,24,HKG,CHEUNG Ngan Yi,-1,62 - 57,"$12,845.00","36,788 / 17"
24,25,ESP,Beatriz CORRALES,0,175 - 85,"$23,034.50","36,365 / 19"
25,26,GER,Karin SCHNAASE,3,186 - 152,"$17,793.80","35,564 / 23"
26,27,TPE,HSU Ya Ching,5,78 - 69,"$23,800.00","34,830 / 21"
27,28,TPE,PAI Yu Po,-4,82 - 64,"$18,612.50","34,710 / 20"
28,29,HKG,YIP Pui Yin,-2,190 - 177,"$101,275.00","34,605 / 19"
29,30,USA,Iris WANG,1,98 - 90,"$14,125.50","34,155 / 24"
30,31,KOR,KIM Hyo Min,-3,91 - 45,"$12,325.50","34,100 / 15"
31,32,DEN,Line KJAERSFELDT,4,109 - 62,"$6,672.50","31,832 / 17"
32,33,USA,SCHAFER Rong,0,82 - 46,"$7,557.50","31,760 / 22"
33,34,BUL,Linda ZETCHIRI,0,266 - 177,"$30,986.40","31,660 / 21"
34,35,INA,Maria Febe KUSUMASTUTI,-5,134 - 101,"$39,289.00","31,620 / 15"
35,36,JPN,Kaori IMABEPPU,-1,145 - 92,"$47,729.50","31,240 / 13"
36,37,CHN,YAO Xue,0,66 - 34,"$43,770.00","30,160 / 9"
37,38,IRL,Chloe MAGEE,3,165 - 136,"$15,166.75","29,972 / 16"
38,39,MAS,Jing Yi TEE,-1,80 - 92,"$14,033.50","29,930 / 13"
39,40,THA,Nitchaon JINDAPOL,0,120 - 85,"$62,185.00","29,640 / 14"
40,41,THA,Pornpawee CHOCHUWONG,-2,61 - 37,"$4,277.50","29,020 / 11"
41,42,SUI,Sabrina JAQUET,0,132 - 128,"$9,726.50","28,181 / 20"
42,43,USA,Jamie SUBANDHI,0,76 - 78,"$3,837.50","27,705 / 21"
43,44,SIN,Jiayuan CHEN,0,96 - 98,"$12,932.37","27,699 / 13"
44,45,JPN,Aya OHORI,1,85 - 36,"$12,795.00","26,830 / 11"
45,46,RUS,Ksenia POLIKARPOVA,1,95 - 86,"$6,390.00","26,783 / 22"
46,47,BUL,Petya NEDELCHEVA,1,468 - 228,"$76,226.50","26,430 / 19"
47,48,CHN,LIU Xin (F),1,116 - 42,"$138,327.50","26,430 / 5"
48,49,RUS,Natalia PERMINOVA,1,101 - 85,"$7,069.50","26,019 / 20"
49,50,TUR,Neslihan YIGIT,1,162 - 70,"$7,588.00","25,532 / 15"
50,51,CHN,HE Bingjiao,1,60 - 13,"$32,495.00","25,340 / 6"
51,52,FRA,Sashina VIGNES WARAN,1,156 - 99,"$13,627.00","24,937 / 10"
52,53,DEN,Anna Thea MADSEN,3,111 - 47,"$3,800.00","24,927 / 13"
53,54,THA,Supanida KATETHONG,0,43 - 14,"$4,322.50","24,750 / 10"
54,55,INA,Hana RAMADHINI,-10,72 - 40,"$7,025.50","24,520 / 11"
55,56,TPE,CHENG Chi Ya,1,55 - 44,"$10,516.50","23,950 / 11"
56,57,IND,P. C. Thulasi,3,62 - 55,"$12,368.50","23,730 / 11"
57,58,CZE,Kristina GAVNHOLT,0,190 - 136,"$19,863.50","23,490 / 14"
58,59,CAN,Rachel HONDERICH,0,30 - 26,$737.50,"23,459 / 11"
59,60,UKR,Maria ULITINA,6,114 - 65,"$5,705.50","22,850 / 14"
60,61,TUR,Ozge BAYRAK,1,142 - 79,"$8,180.00","22,847 / 14"
61,62,VIE,Thi Trang (B) VU,-1,59 - 53,"$7,478.00","22,662 / 12"
62,63,ENG,Fontaine Mica CHAPMAN,-8,86 - 71,"$2,620.00","22,145 / 16"
63,64,BEL,Lianne TAN,-1,129 - 112,"$7,595.00","22,095 / 19"
64,65,NED,Soraya DE VISCH EIJBERGEN,-1,91 - 55,"$3,675.50","22,056 / 17"
65,66,BRA,Lohaynny VICENTE,8,97 - 43,"$5,417.50","21,943 / 12"
66,67,IND,Saili RANE,-2,49 - 41,"$3,762.50","21,850 / 11"
67,68,AUS,Hsuan-Yu Wendy CHEN,-1,19 - 18,$912.50,"21,520 / 15"
68,69,NGR,Grace GABRIEL,-1,104 - 70,"$3,970.00","21,506 / 17"
69,70,AUT,Elisabeth BALDAUF,7,44 - 24,"$3,187.50","21,436 / 18"
70,71,INA,Ruselli HARTAWAN,-2,60 - 38,"$5,695.00","21,320 / 13"
71,72,ITA,Jeanine CICOGNINI,-2,182 - 132,"$17,316.25","21,307 / 19"
72,73,MRI,Kate FOO KUNE,-2,90 - 70,"$2,501.25","21,195 / 21"
73,74,GER,Olga KONON,9,0 - 0,,"21,000 / 10"
74,75,AUS,Joy LAI,-3,0 - 0,,"20,969 / 12"
75,76,FRA,Delphine LANSAC,-3,0 - 0,,"20,934 / 16"
76,77,BRA,Fabiana SILVA,-2,0 - 0,,"20,855 / 15"
77,78,MAS,Lyddia Yi Yu CHEAH,-2,0 - 0,,"20,360 / 13"
78,79,INA,Gregoria MARISKA,-1,0 - 0,,"20,210 / 9"
79,80,INA,Bellaetrix MANUPUTTY,-1,0 - 0,,"20,154 / 8"
80,81,EST,Kati TOLMOFF,-1,0 - 0,,"19,977 / 15"
81,82,TUR,Ebru TUNALI,-1,0 - 0,,"19,904 / 12"
82,83,DEN,Mette POULSEN,-1,0 - 0,,"19,740 / 14"
83,84,INA,Fitriani FITRIANI,0,0 - 0,,"19,620 / 11"
84,85,SIN,Xiaoyu LIANG,0,0 - 0,,"19,506 / 12"
85,86,HUN,Laura SAROSI,1,0 - 0,,"18,830 / 19"
86,87,PER,Daniela MACIAS,6,0 - 0,,"18,685 / 12"
87,88,CZE,Zuzana PAVELKOVA,-2,0 - 0,,"18,519 / 18"
88,89,INA,Adrianti FIRDASARI,14,0 - 0,,"18,330 / 7"
89,90,IND,Tanvi LAD,0,0 - 0,,"18,080 / 10"
90,91,RUS,Olga GOLOVANOVA,0,0 - 0,,"18,070 / 14"
91,92,INA,Millicent WIRANTO,-3,0 - 0,,"18,050 / 11"
92,93,FIN,Nanna VAINIO,-1,0 - 0,,"18,041 / 20"
93,94,CHN,CHEN Yufei,0,0 - 0,,"17,610 / 6"
94,95,TUR,Ebru YAZGAN,0,0 - 0,,"17,410 / 18"
95,96,GER,Fabienne DEPREZ,0,0 - 0,,"17,310 / 16"
96,97,RUS,Evgeniya KOSETSKAYA,-9,0 - 0,,"17,220 / 13"
97,98,EGY,Hadia HOSNY,0,0 - 0,,"17,152 / 16"
