,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,IND,Saina NEHWAL,0,305 - 130,"$570,610.00","82,792 / 14"
1,2,ESP,Carolina MARIN,0,198 - 62,"$224,481.00","80,612 / 13"
2,3,TPE,TAI Tzu Ying,0,179 - 105,"$226,905.00","70,020 / 13"
3,4,CHN,LI Xuerui,0,238 - 53,"$626,110.00","69,887 / 10"
4,5,THA,Ratchanok INTANON,0,217 - 100,"$295,955.00","69,687 / 15"
5,6,CHN,WANG Yihan,0,331 - 79,"$738,865.50","68,838 / 15"
6,7,CHN,WANG Shixian,0,240 - 72,"$658,775.00","67,810 / 13"
7,8,KOR,SUNG Ji Hyun,0,208 - 109,"$298,365.00","64,798 / 13"
8,9,JPN,Nozomi OKUHARA,0,129 - 42,"$67,355.50","58,464 / 16"
9,10,JPN,Akane YAMAGUCHI,0,99 - 31,"$69,527.50","57,935 / 15"
10,11,CHN,SUN Yu,0,83 - 28,"$77,655.00","56,880 / 11"
11,12,KOR,BAE Yeon Ju,0,201 - 120,"$188,907.50","51,576 / 13"
12,13,CAN,Michelle LI,0,200 - 77,"$46,309.50","46,747 / 17"
13,14,IND,PUSARLA V. Sindhu,0,154 - 66,"$84,253.00","45,690 / 11"
14,15,USA,Beiwen ZHANG,0,148 - 75,"$52,001.12","45,160 / 14"
15,16,JPN,Sayaka TAKAHASHI,0,130 - 59,"$65,367.00","44,820 / 15"
16,17,THA,Busanan ONGBUMRUNGPHAN,0,134 - 68,"$52,695.00","41,765 / 16"
17,18,JPN,Minatsu MITANI,0,112 - 73,"$83,742.50","40,350 / 16"
18,19,JPN,Sayaka SATO,0,146 - 96,"$63,325.00","38,810 / 12"
19,20,JPN,Yui HASHIMOTO,0,84 - 41,"$61,264.00","38,790 / 13"
20,21,THA,Porntip BURANAPRASERTSUK,1,169 - 140,"$110,945.00","37,940 / 16"
21,22,INA,Maria Febe KUSUMASTUTI,-1,134 - 98,"$39,289.00","37,660 / 15"
22,23,ESP,Beatriz CORRALES,0,175 - 84,"$23,034.50","37,565 / 21"
23,24,INA,Lindaweni FANETRI,0,100 - 83,"$44,522.50","37,155 / 11"
24,25,HKG,CHEUNG Ngan Yi,0,62 - 55,"$12,845.00","36,788 / 16"
25,26,TPE,PAI Yu Po,0,81 - 62,"$18,612.50","35,790 / 19"
26,27,GER,Karin SCHNAASE,0,180 - 150,"$17,793.80","34,654 / 21"
27,28,HKG,YIP Pui Yin,0,189 - 174,"$101,275.00","34,545 / 16"
28,29,KOR,KIM Hyo Min,0,91 - 42,"$12,325.50","34,100 / 13"
29,30,USA,Iris WANG,0,96 - 87,"$14,125.50","33,845 / 21"
30,31,SCO,Kirsty GILMOUR,1,125 - 62,"$26,264.00","32,270 / 14"
31,32,BUL,Linda ZETCHIRI,2,260 - 174,"$30,986.40","32,030 / 18"
32,33,TPE,HSU Ya Ching,-2,74 - 65,"$23,800.00","31,820 / 18"
33,34,CHN,YAO Xue,8,64 - 33,"$43,770.00","30,160 / 9"
34,35,JPN,Kaori IMABEPPU,-2,144 - 89,"$47,729.50","29,890 / 11"
35,36,SIN,Jiayuan CHEN,-1,95 - 96,"$12,932.37","29,879 / 13"
36,37,DEN,Line KJAERSFELDT,-1,103 - 60,"$6,672.50","29,372 / 14"
37,38,USA,SCHAFER Rong,-1,81 - 44,"$7,557.50","29,270 / 23"
38,39,THA,Nitchaon JINDAPOL,-1,117 - 81,"$62,185.00","28,830 / 12"
39,40,IRL,Chloe MAGEE,-1,163 - 135,"$15,166.75","28,612 / 15"
40,41,SUI,Sabrina JAQUET,-1,132 - 127,"$9,726.50","28,181 / 20"
41,42,USA,Jamie SUBANDHI,1,76 - 76,"$3,837.50","27,105 / 19"
42,43,RUS,Ksenia POLIKARPOVA,1,95 - 85,"$6,390.00","26,783 / 21"
43,44,FRA,Sashina VIGNES WARAN,1,156 - 99,"$13,627.00","26,597 / 13"
44,45,BUL,Petya NEDELCHEVA,1,467 - 227,"$76,226.50","26,430 / 17"
45,46,CHN,LIU Xin (F),1,116 - 42,"$138,327.50","26,430 / 5"
46,47,RUS,Natalia PERMINOVA,2,101 - 84,"$7,069.50","26,019 / 18"
47,48,DEN,Anna Thea MADSEN,2,110 - 45,"$3,800.00","25,617 / 12"
48,49,INA,Ruselli HARTAWAN,3,54 - 33,"$5,695.00","25,600 / 12"
49,50,MAS,Jing Yi TEE,8,77 - 90,"$14,033.50","25,030 / 11"
50,51,INA,Hana RAMADHINI,8,70 - 38,"$7,025.50","24,880 / 10"
51,52,TUR,Neslihan YIGIT,-1,162 - 69,"$7,588.00","24,852 / 14"
52,53,ENG,Fontaine Mica CHAPMAN,1,86 - 71,"$2,620.00","24,555 / 19"
53,54,TPE,CHENG Chi Ya,17,52 - 43,"$10,516.50","23,950 / 11"
54,55,VIE,Thi Trang (B) VU,-7,57 - 51,"$7,478.00","23,792 / 12"
55,56,TUR,Ozge BAYRAK,-1,142 - 78,"$8,180.00","23,687 / 16"
56,57,MAS,Lyddia Yi Yu CHEAH,-1,99 - 108,"$17,060.50","23,480 / 15"
57,58,CAN,Rachel HONDERICH,-1,30 - 26,$737.50,"23,459 / 13"
58,59,JPN,Aya OHORI,-18,82 - 34,"$12,795.00","23,230 / 9"
59,60,ITA,Jeanine CICOGNINI,0,176 - 129,"$16,816.25","22,577 / 16"
60,61,UKR,Maria ULITINA,0,110 - 63,"$5,705.50","22,260 / 13"
61,62,THA,Supanida KATETHONG,21,40 - 12,"$4,322.50","22,160 / 8"
62,63,IND,Saili RANE,-1,49 - 40,"$3,762.50","21,850 / 11"
63,64,CZE,Kristina GAVNHOLT,5,184 - 135,"$19,863.50","21,610 / 13"
64,65,INA,Adrianti FIRDASARI,-12,160 - 124,"$61,622.50","21,550 / 6"
65,66,BEL,Lianne TAN,-2,127 - 111,"$7,595.00","21,495 / 18"
66,67,CHN,HE Bingjiao,-2,58 - 12,"$32,495.00","21,490 / 5"
67,68,IND,P. C. Thulasi,-2,63 - 54,"$12,458.50","21,390 / 9"
68,69,RUS,Evgeniya KOSETSKAYA,-6,77 - 60,"$4,566.50","21,290 / 16"
69,70,EST,Kati TOLMOFF,-3,0 - 0,,"20,977 / 14"
70,71,FRA,Delphine LANSAC,-3,0 - 0,,"20,934 / 17"
71,72,DEN,Mette POULSEN,-2,0 - 0,,"20,420 / 13"
72,73,BRA,Fabiana SILVA,-1,0 - 0,,"20,235 / 12"
73,74,INA,Bellaetrix MANUPUTTY,-1,0 - 0,,"20,154 / 8"
74,75,TUR,Ebru TUNALI,-1,0 - 0,,"19,904 / 14"
75,76,NED,Soraya DE VISCH EIJBERGEN,-1,0 - 0,,"19,866 / 17"
76,77,THA,Pornpawee CHOCHUWONG,-1,0 - 0,,"19,760 / 9"
